TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,DT,PRD_SE,C1,C1_NM,C1_NM_ENG
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1643599,A,00,전국,Whole country
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,422,A,11,서울,Seoul
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,5934,A,21,부산,Busan
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1641,A,21310,기장군,Gijang-gun
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,4293,A,21999,기장군외,Others Gijang-gun
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,8102,A,22,대구,Daegu
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,5612,A,22310,달성군,Dalseong-gun
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,2490,A,22999,달성군외,Others Dalseong-gun
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,19511,A,23,인천,Incheon
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,14446,A,23310,강화군,Ganghwa-gun
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,5065,A,23999,강화군외,Others Ganghwa-gun
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,9878,A,24,광주,Gwangju
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,5612,A,24050,광산구,Gwangsan-gu
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,4266,A,24999,광산구외,Others Gwangsan-gu
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,4072,A,25,대전,Daejeon
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,10889,A,26,울산,Ulsan
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,9059,A,26310,울주군,Ulju-gun
시군별 논밭별 경지면적,2016,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1830,A,26999,울주군외,Others Ulju-gun
