TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,DT,PRD_SE,C1,C1_NM,C1_NM_ENG
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1564797.1642,A,00,전국,Whole country
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,343.469,A,11,서울,Seoul
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,5305.5755,A,21,부산,Busan
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1431.7424,A,21310,기장군,Gijang-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,3873.8331,A,21999,기장군외,Others Gijang-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,7458.2674,A,22,대구,Daegu
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,5231.013,A,22310,달성군,Dalseong-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,2227.2544,A,22999,달성군외,Others Dalseong-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,18082.986,A,23,인천,Incheon
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,13738.6087,A,23310,강화군,Ganghwa-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,4344.3773,A,23999,강화군외,Others Ganghwa-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,9083.2437,A,24,광주,Gwangju
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,5182.6172,A,24050,광산구,Gwangsan-gu
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,3900.6265,A,24999,광산구외,Others Gwangsan-gu
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,3577.3069,A,25,대전,Daejeon
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,9869.6928,A,26,울산,Ulsan
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,8213.7083,A,26310,울주군,Ulju-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1655.9845,A,26999,울주군외,Others Ulju-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,7554.6953,A,29,세종,Sejong
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,156699.1483,A,31,경기,Gyeonggi
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,969.647,A,31010,수원시,Suwon-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,398.639,A,31020,성남시,Seongnam-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,267.117,A,31030,의정부시,Uijeongbu-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,59.647,A,31040,안양시,Anyang-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,501.5626,A,31050,부천시,Bucheon-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,437.3069,A,31060,광명시,Gwangmyeong-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,17478.4221,A,31070,평택시,Pyeongtaek-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,370.995,A,31080,동두천시,Dongducheon-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1813.516,A,31090,안산시,Ansan-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,3513.0402,A,31100,고양시,Goyang-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,213.4872,A,31110,과천시,Gwacheon-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,280.7268,A,31120,구리시,Guri-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,2465.8935,A,31130,남양주시,Namyangju-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,392.0116,A,31140,오산시,Osan-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,2399.6181,A,31150,시흥시,Siheung-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,179.3866,A,31160,군포시,Gunpo-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,369.3522,A,31170,의왕시,Uiwang-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,262.0999,A,31180,하남시,Hanam-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,6766.0448,A,31190,용인시,Yongin-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,10211.1234,A,31200,파주시,Paju-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,16174.8507,A,31210,이천시,Icheon-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,14562.8264,A,31220,안성시,Anseong-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,7070.629,A,31230,김포시,Gimpo-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,20086.238,A,31240,화성시,Hwaseong-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,2677.4672,A,31250,광주시,Gwangju-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,3744.2283,A,31260,양주시,Yangju-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,9426.5722,A,31270,포천시,Pocheon-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,14900.6984,A,31280,여주시,Yeoju-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,8150.3984,A,31350,연천군,Yeoncheon-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,2903.6145,A,31370,가평군,Gapyeong-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,7651.9883,A,31380,양평군,Yangpyeong-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,99258.4728,A,32,강원,Gangwon
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,6186.3858,A,32010,춘천시,Chuncheon-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,7652.1625,A,32020,원주시,Wonju-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,7012.0079,A,32030,강릉시,Gangneung-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,853.2386,A,32040,동해시,Donghae-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,849.6276,A,32050,태백시,Taebaek-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,542.3857,A,32060,속초시,Sokcho-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,4055.5413,A,32070,삼척시,Samcheok-si
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,10975.7007,A,32310,홍천군,Hongcheon-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,8748.5311,A,32320,횡성군,Hoengseong-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,6064.9251,A,32330,영월군,Yeongwol-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,9156.3083,A,32340,평창군,Pyeongchang-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,6854.723,A,32350,정선군,Jeongseon-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,12551.4962,A,32360,철원군,Cheorwon-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,3011.3216,A,32370,화천군,Hwacheon-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,4388.3864,A,32380,양구군,Yanggu-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,3588.4781,A,32390,인제군,Inje-gun
시군별 논밭별 경지면적,2020,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,3880.1554,A,32400,고성군,Goseong-gun
