TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,DT,PRD_SE,C1,C1_NM,C1_NM_ENG
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1711436,A,00,전국,Whole country
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,629,A,11,서울,Seoul
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,6415,A,21,부산,Busan
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1715,A,21310,기장군,Gijang-gun
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,4700,A,21999,기장군외,Others Gijang-gun
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,8825,A,22,대구,Daegu
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,6032,A,22310,달성군,Dalseong-gun
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,2793,A,22999,달성군외,Others Dalseong-gun
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,20042,A,23,인천,Incheon
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,14505,A,23310,강화군,Ganghwa-gun
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,5537,A,23999,강화군외,Others Ganghwa-gun
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,10628,A,24,광주,Gwangju
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,5870,A,24050,광산구,Gwangsan-gu
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,4759,A,24999,광산구외,Others Gwangsan-gu
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,4616,A,25,대전,Daejeon
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,11441,A,26,울산,Ulsan
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,9347,A,26310,울주군,Ulju-gun
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,2094,A,26999,울주군외,Others Ulju-gun
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,10316,A,29,세종,Sejong
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,176857,A,31,경기,Gyeonggi
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1122,A,31010,수원시,Suwon-si
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,499,A,31020,성남시,Seongnam-si
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,493,A,31030,의정부시,Uijeongbu-si
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,77,A,31040,안양시,Anyang-si
시군별 논밭별 경지면적,2013,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,675,A,31050,부천시,Bucheon-si
