TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,DT,PRD_SE,C1,C1_NM,C1_NM_ENG
시군별 논밭별 경지면적,2015,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1679022.72043795,A,00,전국,Whole country
시군별 논밭별 경지면적,2015,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,475.9942114794,A,11,서울,Seoul
시군별 논밭별 경지면적,2015,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,6008.2257140716,A,21,부산,Busan
시군별 논밭별 경지면적,2015,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,1663.5177094134,A,21310,기장군,Gijang-gun
시군별 논밭별 경지면적,2015,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,4344.7080046582,A,21999,기장군외,Others Gijang-gun
시군별 논밭별 경지면적,2015,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,8290.7593260404,A,22,대구,Daegu
시군별 논밭별 경지면적,2015,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,5692.5041893567,A,22310,달성군,Dalseong-gun
시군별 논밭별 경지면적,2015,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,2598.2551366837,A,22999,달성군외,Others Dalseong-gun
시군별 논밭별 경지면적,2015,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,20114.1916940539,A,23,인천,Incheon
시군별 논밭별 경지면적,2015,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,14552.613873723,A,23310,강화군,Ganghwa-gun
시군별 논밭별 경지면적,2015,DT_1EB002,경지면적: 계,Area of cultivated Land : Total,T10,헥타르,101,Hectare,행정구역별,By administrative divisions,5561.5778203309,A,23999,강화군외,Others Ganghwa-gun
