TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C2_OBJ_NM,DT,PRD_SE,C2,C1,C1_NM,C1_NM_ENG,C2_NM,C2_NM_ENG
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,3415837,A,15315NJB000,15315HJG008013,남양주시,Namyangju-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1160453,A,15315NJB000,15315HJG008014,오산시,Osan-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,4790481,A,15315NJB000,15315HJG008015,시흥시,Siheung-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,562734,A,15315NJB000,15315HJG008016,군포시,Gunpo-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,319827,A,15315NJB000,15315HJG008017,의왕시,Uiwang-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,643444,A,15315NJB000,15315HJG008018,하남시,Hanam-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,3686010,A,15315NJB000,15315HJG008019,용인시,Yongin-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,2581066,A,15315NJB000,15315HJG008020,파주시,Paju-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1117780,A,15315NJB000,15315HJG008021,이천시,Icheon-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1446372,A,15315NJB000,15315HJG008022,안성시,Anseong-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1458977,A,15315NJB000,15315HJG008023,김포시,Gimpo-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,28597043,A,15315NJB000,15315HJG008024,화성시,Hwaseong-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,960238,A,15315NJB000,15315HJG008025,광주시,Gwangju-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1284150,A,15315NJB000,15315HJG008026,양주시,Yangju-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,258572,A,15315NJB000,15315HJG008027,포천시,Pocheon-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,521352,A,15315NJB000,15315HJG008029,연천군,Yeoncheon-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,180693,A,15315NJB000,15315HJG008030,가평군,Gapyeong-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,137273,A,15315NJB000,15315HJG008031,양평군,Yangpyeong-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,69257,A,15315NJB000,15315HJG008032,여주시,Yeoju-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,7865036,A,15315NJB000,15315HJG009,강원도,Gangwon-do,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,731361,A,15315NJB000,15315HJG009001,춘천시,Chuncheon-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,3591168,A,15315NJB000,15315HJG009002,원주시,Wonju-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,631663,A,15315NJB000,15315HJG009003,강릉시,Gangneung-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,956036,A,15315NJB000,15315HJG009004,동해시,Donghae-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,222460,A,15315NJB000,15315HJG009005,태백시,Taebaek-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,282573,A,15315NJB000,15315HJG009006,속초시,Sokcho-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,306614,A,15315NJB000,15315HJG009007,삼척시,Samcheok-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,171202,A,15315NJB000,15315HJG009008,홍천군,Hongcheon-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,292777,A,15315NJB000,15315HJG009009,횡성군,Hoengseong-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,26479,A,15315NJB000,15315HJG009010,영월군,Yeongwol-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,241265,A,15315NJB000,15315HJG009011,평창군,Pyeongchang-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,155376,A,15315NJB000,15315HJG009012,정선군,Jeongseon-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,73128,A,15315NJB000,15315HJG009013,철원군,Cheorwon-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,2720,A,15315NJB000,15315HJG009014,화천군,Hwacheon-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,35394,A,15315NJB000,15315HJG009015,양구군,Yanggu-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,48166,A,15315NJB000,15315HJG009016,인제군,Inje-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,9412,A,15315NJB000,15315HJG009017,고성군,Goseong-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,87242,A,15315NJB000,15315HJG009018,양양군,Yangyang-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,14049866,A,15315NJB000,15315HJG010,충청북도,Chungcheongbuk-do,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,6588212,A,15315NJB000,15315HJG010001,청주시,Cheongju-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,3119914,A,15315NJB000,15315HJG010002,충주시,Chungju-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,427004,A,15315NJB000,15315HJG010003,제천시,Jecheon-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,215480,A,15315NJB000,15315HJG010005,보은군,Boeun-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,423209,A,15315NJB000,15315HJG010006,옥천군,Okcheon-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,567059,A,15315NJB000,15315HJG010007,영동군,Yeongdong-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,566069,A,15315NJB000,15315HJG010008,진천군,Jincheon-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,318180,A,15315NJB000,15315HJG010009,괴산군,Goesan-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1361518,A,15315NJB000,15315HJG010010,음성군,Eumseong-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,146955,A,15315NJB000,15315HJG010011,단양군,Danyang-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,316266,A,15315NJB000,15315HJG010012,증평군,Jeungpyeong-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,17373277,A,15315NJB000,15315HJG011,충청남도,Chungcheongnam-do,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,3131946,A,15315NJB000,15315HJG011001,천안시,Cheonan-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,745404,A,15315NJB000,15315HJG011002,공주시,Gongju-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1043255,A,15315NJB000,15315HJG011003,보령시,Boryeong-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1470193,A,15315NJB000,15315HJG011004,아산시,Asan-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,2182113,A,15315NJB000,15315HJG011005,서산시,Seosan-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,745579,A,15315NJB000,15315HJG011006,논산시,Nonsan-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,534748,A,15315NJB000,15315HJG011007,계룡시,Gyerong-si,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,169061,A,15315NJB000,15315HJG011008,금산군,Geumsan-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,15160,A,15315NJB000,15315HJG011010,부여군,Buyeo-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,480303,A,15315NJB000,15315HJG011011,서천군,Seocheon-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,62635,A,15315NJB000,15315HJG011012,청양군,Cheongyang-gun,계,Total
녹지,2015,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1033009,A,15315NJB000,15315HJG011013,홍성군,Hongseong-gun,계,Total
