TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C2_OBJ_NM,DT,PRD_SE,C2,C1,C1_NM,C1_NM_ENG,C2_NM,C2_NM_ENG
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,204194439,A,15315NJB000,15315HJG000,전국,Total,계,Total
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,4791053,A,15315NJB000,15315HJG001,서울특별시,Seoul,계,Total
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,64145,A,15315NJB000,15315HJG001001,종로구,Jongno-gu,계,Total
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,32251,A,15315NJB000,15315HJG001002,중구,Jung-gu,계,Total
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,74456,A,15315NJB000,15315HJG001003,용산구,Yongsan-gu,계,Total
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,35588,A,15315NJB000,15315HJG001004,성동구,Seong-dong,계,Total
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,18807,A,15315NJB000,15315HJG001005,광진구,Gwangjin-gu,계,Total
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,53843,A,15315NJB000,15315HJG001006,동대문구,Dongdaemun-gu,계,Total
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,187309,A,15315NJB000,15315HJG001007,중랑구,Jungnang-gu,계,Total
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,22879,A,15315NJB000,15315HJG001008,성북구,Seongbuk-gu,계,Total
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,20496,A,15315NJB000,15315HJG001009,강북구,Gangbuk-gu,계,Total
녹지,2020,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,29280,A,15315NJB000,15315HJG001010,도봉구,Dobong-gu,계,Total
