TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_NM_ENG,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C2_OBJ_NM,DT,PRD_SE,C2,C1,C1_NM,C1_NM_ENG,C2_NM,C2_NM_ENG
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,190924626,A,15315NJB000,15315HJG000,전국,Total,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,5522274,A,15315NJB000,15315HJG001,서울특별시,Seoul,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,104981,A,15315NJB000,15315HJG001001,종로구,Jongno-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,47885,A,15315NJB000,15315HJG001002,중구,Jung-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,81454,A,15315NJB000,15315HJG001003,용산구,Yongsan-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,283653,A,15315NJB000,15315HJG001004,성동구,Seong-dong,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,20865,A,15315NJB000,15315HJG001005,광진구,Gwangjin-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,70581,A,15315NJB000,15315HJG001006,동대문구,Dongdaemun-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,187309,A,15315NJB000,15315HJG001007,중랑구,Jungnang-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,73865,A,15315NJB000,15315HJG001008,성북구,Seongbuk-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,23904,A,15315NJB000,15315HJG001009,강북구,Gangbuk-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,29280,A,15315NJB000,15315HJG001010,도봉구,Dobong-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,309197,A,15315NJB000,15315HJG001011,노원구,Nowon-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,113402,A,15315NJB000,15315HJG001012,은평구,Eunpyeong-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,479864,A,15315NJB000,15315HJG001013,서대문구,Seodaemun-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,679691,A,15315NJB000,15315HJG001014,마포구,Mapo-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,237492,A,15315NJB000,15315HJG001015,양천구,Yangcheon-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,294615,A,15315NJB000,15315HJG001016,강서구,Gangseo-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,163557,A,15315NJB000,15315HJG001017,구로구,Guro-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,32937,A,15315NJB000,15315HJG001018,금천구,Geumcheon-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,63389,A,15315NJB000,15315HJG001019,영등포구,Yeongdeungpo-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,24191,A,15315NJB000,15315HJG001020,동작구,Dongjak-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,65653,A,15315NJB000,15315HJG001021,관악구,Gwanak-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,768733,A,15315NJB000,15315HJG001022,서초구,Seocho-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,797721,A,15315NJB000,15315HJG001023,강남구,Gangnam-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,380381,A,15315NJB000,15315HJG001024,송파구,Songpa-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,187674,A,15315NJB000,15315HJG001025,강동구,Gang-dong,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,9577086,A,15315NJB000,15315HJG002,부산광역시,Busan,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,21434,A,15315NJB000,15315HJG002009,해운대구,Haeundae-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,30660,A,15315NJB000,15315HJG002012,강서구,Gangseo-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,9524992,A,15315NJB000,15315HJG002A1,부산광역시,Busan,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,8801345,A,15315NJB000,15315HJG003,대구광역시,Daegu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,9418,A,15315NJB000,15315HJG003003,중구,Jung-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1189030,A,15315NJB000,15315HJG003004,동구,Dong-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,655503,A,15315NJB000,15315HJG003005,서구,Seo-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1504758,A,15315NJB000,15315HJG003007,북구,Buk-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,279857,A,15315NJB000,15315HJG003008,수성구,Suseong-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,828004,A,15315NJB000,15315HJG003009,달서구,Dalseo-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,4334775,A,15315NJB000,15315HJG003010,달성군,Dalseong-gun,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,9526054,A,15315NJB000,15315HJG004,인천광역시,Incheon,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,3178900,A,15315NJB000,15315HJG004001,중구,Jung-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,187366,A,15315NJB000,15315HJG004002,동구,Dong-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,625485,A,15315NJB000,15315HJG004003,남구,NAm-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,1065122,A,15315NJB000,15315HJG004004,연수구,Yeonsu-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,785347,A,15315NJB000,15315HJG004005,남동구,Nam-dong,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,279905,A,15315NJB000,15315HJG004006,부평구,Bupyeong-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,78513,A,15315NJB000,15315HJG004007,계양구,Gyeyang-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,3287153,A,15315NJB000,15315HJG004008,서구,Seo-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,38263,A,15315NJB000,15315HJG004009,강화군,Ganghwa-gun,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,3784609,A,15315NJB000,15315HJG005,광주광역시,Gwangju,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,276015,A,15315NJB000,15315HJG005002,서구,Seo-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,140722,A,15315NJB000,15315HJG005003,남구,Nam-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,642845,A,15315NJB000,15315HJG005004,북구,Buk-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,2663257,A,15315NJB000,15315HJG005005,광산구,Gwangsan-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,61770,A,15315NJB000,15315HJG0050061,동구,Dong-gu,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,2824272,A,15315NJB000,15315HJG006,대전광역시,Daejeon,계,Total
녹지,2013,TX_315_2009_H1037,면적,Area,16315T2009_004,㎡,460,㎡,소재지(시군구)별,녹지별,483591,A,15315NJB000,15315HJG006001,동구,Dong-gu,계,Total
