지역,2012,2013,2014,2015,2016,2017,2018,2019,2020
양평군,591541.2,646945.1,694420.8,719767.4,784772.5,812951.3,860709.1,867803.7,890872.6
강원도,9116342.5,8927661.9,9268360.6,9473877.0,9928182.9,10203935.2,10500932.0,10619162.0,10713833.3
춘천시,1672995.6,1560732.8,1593981.3,1612895.5,1686784.2,1747562.2,1773155.3,1802186.0,1798736.9
원주시,1941677.0,1917887.9,2028010.7,2063413.9,2163101.4,2226260.5,2314114.9,2359142.9,2419484.7
강릉시,1351857.2,1302799.5,1330449.5,1342911.3,1403483.7,1428684.0,1455431.7,1471772.3,1474524.9
동해시,554251.3,529939.2,549310.6,553930.7,575072.0,592742.3,604335.4,606997.4,603402.5
태백시,316830.6,290577.6,298065.9,295671.3,305661.8,307442.4,312916.6,312555.2,300778.1
속초시,391196.9,419189.3,418045.3,438043.7,443144.8,458038.4,471433.2,480419.1,481488.3
삼척시,388217.7,379554.4,383565.5,396065.9,411191.6,421483.9,437031.9,434392.7,439130.0
홍천군,457368.5,456857.7,477105.6,509355.5,524719.7,550590.9,570880.9,574938.3,572416.2
횡성군,280820.1,285962.7,311305.3,322650.7,344112.4,351436.5,372406.1,368498.0,378755.4
영월군,234118.4,249310.9,251544.2,260428.2,273450.7,286157.3,293101.8,297210.6,296769.9
평창군,277675.2,277615.0,297422.7,301001.3,321461.6,325231.1,338199.1,340387.1,342953.0
정선군,239715.7,237781.5,242186.5,252942.8,269634.3,273155.3,278398.2,277844.3,281751.7
철원군,261003.5,256103.5,280325.4,283861.6,309603.6,311638.0,323198.9,321336.0,329879.0
화천군,133973.0,128286.5,137908.5,145509.0,159285.4,161392.8,171382.5,175024.8,179363.3
양구군,121128.3,122259.9,128747.3,137384.6,144639.7,151239.2,154222.5,157826.6,156281.0
인제군,190197.7,193566.2,208418.2,212480.4,228301.1,240453.5,246092.6,245184.6,257741.1
고성군,150851.2,154577.7,162866.9,166556.3,179957.7,183715.3,192600.0,194253.9,195891.7
양양군,152464.7,164659.5,169101.0,178774.3,184577.1,186711.7,192030.2,199192.1,204485.9
충청북도,9762379.4,9673981.3,10079004.4,10402029.5,10859968.6,11273578.3,11505089.3,11827666.0,11864122.6
청주시,4019288.1,3754772.5,5138252.0,5223199.4,5436880.4,5595750.5,5728547.7,5832645.3,5842993.6
충주시,1247860.9,1267389.5,1304014.8,1354822.8,1422703.9,1481366.7,1484474.6,1563409.6,1581395.8
제천시,829594.7,868374.0,867724.6,889916.5,925441.4,974740.8,975184.0,1003249.7,980720.9
청원군,1177002.6,1126228.0,,,,,,,
보은군,225848.6,236387.5,246761.4,256357.2,260506.2,270824.7,272853.8,272402.4,267557.2
옥천군,310457.0,338300.5,341184.4,357695.1,371751.5,390816.8,390828.7,403944.4,425243.3
영동군,268296.6,295265.2,303813.8,315109.8,316165.0,329546.9,340591.3,344790.1,336304.9
진천군,411528.9,440207.0,457144.2,502899.1,537699.1,577170.2,621898.8,686103.7,705492.9
괴산군,237387.1,243923.7,262531.4,272405.4,284695.1,301392.8,308591.5,317809.5,320571.3
음성군,635531.4,670775.2,716836.5,746650.4,806192.8,827154.4,851277.6,858643.4,873170.2
단양군,188631.9,210588.2,213939.3,232289.2,235154.3,246610.1,244877.1,251338.8,238866.7
증평군,210951.4,221769.8,226801.9,250684.5,262778.7,278204.4,285964.3,293329.2,291805.8
충청남도,13564177.1,12821679.5,13492523.3,13903263.0,14549769.5,15152928.4,15519651.3,15798277.8,15886258.8
천안시,3779816.4,3424912.3,3653551.3,3721846.4,3927000.3,4063732.6,4219966.8,4264173.1,4365043.1
공주시,769626.7,744415.5,751554.5,764254.7,796765.6,811246.8,822747.9,813733.1,814460.2
보령시,579751.4,625460.3,633083.2,667871.6,683558.5,703119.8,699697.5,733591.6,718807.4
아산시,1792118.0,1771514.7,1918640.3,1985880.5,2138394.9,2211271.4,2306116.8,2371166.2,2400548.0
서산시,972774.9,1082388.0,1143558.2,1181713.3,1247810.2,1295766.3,1342221.3,1395250.2,1403096.5
논산시,766922.0,823971.1,853674.0,885617.6,907164.6,937628.9,934370.8,950487.5,939978.7
계룡시,247891.9,267137.7,268307.4,290585.5,307578.6,328590.5,332252.1,336665.6,328926.7
당진시,1045167.5,1088766.8,1163990.9,1187304.1,1207347.1,1314030.6,1376807.0,1404178.3,1430983.7
금산군,387200.8,402412.0,421075.9,449939.8,483355.2,489797.4,469384.8,471109.4,462179.2
연기군,748293.7,,,,,,,,
부여군,431951.1,464782.0,489481.2,493614.2,506154.8,530954.8,535500.7,538290.3,517659.5
서천군,347583.5,367195.4,381437.6,381436.7,393600.1,406631.5,393578.0,402008.4,395407.3
청양군,212029.5,226368.5,235291.9,246739.2,251689.7,262453.7,264417.7,271211.8,276912.1
홍성군,557604.1,554093.0,589397.8,627569.5,666106.3,723150.3,738699.1,749098.7,758091.7
예산군,569779.7,596136.9,598532.0,609806.4,613021.1,637614.3,639858.9,647364.8,631943.0
태안군,355666.0,382125.1,390947.1,409083.3,420222.6,436939.6,444031.9,449948.8,442221.6
전라북도,11667342.4,11371831.0,11818717.1,12089953.8,12450128.1,12865672.2,13148536.7,12997652.1,13263208.2
전주시,4139405.3,3729876.4,3886356.6,3980934.0,4068727.2,4218030.9,4308892.0,4298515.9,4333911.8
군산시,1690359.2,1656327.1,1734252.7,1785220.3,1885838.9,1921249.6,1964995.8,1898145.2,1884815.9
익산시,1771247.2,1789348.9,1890395.1,1918125.1,1963784.3,2030799.4,2060855.6,1992145.1,2230538.3
정읍시,705111.9,681759.6,724744.5,724230.5,759094.9,785008.2,801866.4,819285.9,821227.5
남원시,537081.2,684660.7,601597.2,588515.6,592887.0,599672.0,656375.3,674749.9,687128.9
김제시,602551.0,619679.0,634463.0,648038.1,646926.4,672959.7,682083.8,682053.9,675039.7
완주군,761924.5,699015.0,767185.2,805783.1,842224.7,877645.3,886660.5,849562.6,856947.7
진안군,165563.6,164254.9,179617.3,184859.4,188663.7,193722.4,200306.3,207614.7,206318.7
무주군,159404.9,162125.2,166782.8,174936.1,176821.5,190314.6,192285.3,188457.5,191027.9
장수군,134248.0,136606.2,148871.2,148868.3,163903.5,170528.3,174337.2,175348.7,175056.1
임실군,177891.7,183145.3,190313.3,208559.5,203294.9,222458.1,222499.7,226389.3,216422.0
순창군,164808.5,172816.7,181732.2,186911.4,194447.1,196332.8,204872.4,199687.4,202285.9
고창군,331364.1,341506.2,352605.1,369191.5,388836.9,403004.2,405401.1,403100.2,407484.0
부안군,326381.3,350709.6,359800.8,365780.9,374677.0,383946.5,387105.4,382595.9,375003.8
