TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C2_OBJ_NM,DT,C2,PRD_SE,C1,C1_NM,C2_NM
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,4567026,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001001,합계,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,732645,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001002,서울,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,155142,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001003,부산,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,90074,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001004,대구,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,287702,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001005,인천,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,92569,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001007,대전,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,177998,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001008,울산,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,12602,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.00100801,세종,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,1325004,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001009,경기,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,153847,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001010,강원,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,216200,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001011,충북,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,323025,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001012,충남,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,145575,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001013,전북,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,119192,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001014,전남,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,240356,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001015,경북,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,429153,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001016,경남,처리량
지방자치단체 폐기물 처리시설 현황_소각시설,2017,DT_106T_009432,지방자치단체 폐기물 처리시설 현황_소각시설,13103128660I119,톤,106,G/T,시도,항목별,65942,13102128660T13103ME_009432H.002004,A,13102128660A.15106ME_009432.001017,제주,처리량
