TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C1_OBJ_NM_ENG,DT,PRD_SE,C1,C1_NM,C1_NM_ENG
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.00301500601,경산,Gyeongsan-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301500602,상주,Sangju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301500603,칠곡,Chilgok-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003015007,도평균,City average
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301500701,봉화,Bonghwa-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003015008,영천,Yeongcheon-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003015009,울진,Uljin-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003016001,창원,Changwon-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003016003,진주,Jinju-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003016005,하동,Hadong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003016006,김해,Gimhae-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003016007,양산,Yangsan-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.00301600701,거제,Geoje-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301600702,사천,Sacheon-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301600703,밀양,Miryang-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.00301600704,통영,Tongyeong-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003016008,도평균,City average
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003016009,고성,Goseong-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003016010,거창,Geochang-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.5,M,13102128238.15106ME_004383.003016011,함안,Haman-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003016012,함양,Hamyang-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.4,M,13102128238.15106ME_004383.003016013,남해,Namhae-gun
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.3,M,13102128238.15106ME_004383.003017001,제주,Jeju-do
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.2,M,13102128238.15106ME_004383.003017002,서귀포,Seogwipo-si
일산화탄소 월별 도시별 대기오염도,201906,DT_106N_03_0200044,월평균,1310312823816106ME_004383H.004001,ppm,106,ppm,시도별,By City,0.2,M,13102128238.15106ME_004383.003017003,도평균,City average
