TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,ORG_ID,UNIT_NM,UNIT_NM_ENG,C1_OBJ_NM,DT,PRD_SE,C1,C1_NM
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,138880478,S,000,합계
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,2804313,S,001,서울특별시
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,18459,S,002,종로구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,123131,S,003,중구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,784764,S,004,성동구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,17391,S,004_1,용산구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,17963,S,005,광진구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,35816,S,006,동대문구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,42362,S,007,중랑구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,26137,S,008,성북구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,17341,S,009,강북구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,50504,S,010,도봉구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,30581,S,011,노원구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,16924,S,012,은평구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,46218,S,013,서대문구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,39045,S,014,마포구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,27696,S,015,양천구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,497037,S,016,강서구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,177225,S,017,구로구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,492497,S,018,금천구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,146611,S,019,영등포구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,27313,S,020,동작구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,10138,S,021,관악구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,17465,S,023,서초구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,37467,S,024,강남구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,69851,S,025,송파구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,34376,S,026,강동구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,12397960,S,027,부산광역시
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,5101,S,028,중구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,269559,S,029,서구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,35484,S,030,동구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,789954,S,031,영도구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,34405,S,032,부산진구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,43366,S,033,동래구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,487300,S,034,남구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,23240,S,035,북구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,1603799,S,036,해운대구
도시지역 개별입지 공장 현황,201502,TX_399020016,면적,B,399,㎡,㎡,지역별,2445325,S,037,사하구
