TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,ORG_ID,UNIT_NM,UNIT_NM_ENG,C1_OBJ_NM,DT,PRD_SE,C1,C1_NM
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,137849494,S,000,합계
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,2592447,S,001,서울특별시
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,19790,S,002,종로구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,83305,S,003,중구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,751489,S,004,성동구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,14463,S,004_1,용산구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,19534,S,005,광진구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,46877,S,006,동대문구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,37370,S,007,중랑구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,28184,S,008,성북구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,17775,S,009,강북구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,48989,S,010,도봉구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,25934,S,011,노원구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,19513,S,012,은평구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,7134,S,013,서대문구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,28087,S,014,마포구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,25138,S,015,양천구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,492198,S,016,강서구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,139591,S,017,구로구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,463946,S,018,금천구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,136559,S,019,영등포구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,10469,S,020,동작구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,7311,S,021,관악구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,20935,S,023,서초구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,37289,S,024,강남구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,81311,S,025,송파구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,29257,S,026,강동구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,11518183,S,027,부산광역시
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,4830,S,028,중구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,284031,S,029,서구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,36130,S,030,동구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,630098,S,031,영도구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,25747,S,032,부산진구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,39725,S,033,동래구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,475574,S,034,남구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,24655,S,035,북구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,1568228,S,036,해운대구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,2322410,S,037,사하구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,435498,S,038,금정구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,1844629,S,039,강서구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,49691,S,040,연제구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,19312,S,041,수영구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,1793252,S,042,사상구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,1964373,S,043,기장군
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,3442800,S,044,대구광역시
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,40134,S,045,중구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,455253,S,046,동구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,181364,S,047,서구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,13095,S,048,남구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,539380,S,049,북구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,40543,S,050,수성구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,119896,S,051,달서구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,2053136,S,052,달성군
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,12096687,S,053,인천광역시
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,1635456,S,054,중구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,1882801,S,055,동구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,443113,S,056,미추홀구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,948091,S,057,연수구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,380914,S,058,남동구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,1635931,S,059,부평구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,455190,S,060,계양구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,4697856,S,061,서구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,16978,S,062,강화군
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,357,S,063,옹진군
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,3999566,S,064,광주광역시
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,29547,S,065,동구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,1430577,S,066,서구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,139403,S,067,남구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,1014077,S,068,북구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,1385962,S,069,광산구
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,1864765,S,070,대전광역시
도시지역 개별입지 공장 현황,201802,TX_399020016,면적,B,399,㎡,㎡,지역별,158823,S,071,동구
