TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,ORG_ID,UNIT_NM,UNIT_NM_ENG,C1_OBJ_NM,DT,PRD_SE,C1,C1_NM
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,139558492,S,000,합계
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,2825541,S,001,서울특별시
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,18868,S,002,종로구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,123185,S,003,중구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,804281,S,004,성동구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,17184,S,004_1,용산구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,17416,S,005,광진구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,39010,S,006,동대문구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,40935,S,007,중랑구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,26595,S,008,성북구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,17918,S,009,강북구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,51245,S,010,도봉구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,30275,S,011,노원구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,16578,S,012,은평구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,46693,S,013,서대문구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,35731,S,014,마포구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,27938,S,015,양천구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,498080,S,016,강서구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,179357,S,017,구로구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,503201,S,018,금천구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,145715,S,019,영등포구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,11972,S,020,동작구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,9168,S,021,관악구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,18090,S,023,서초구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,38136,S,024,강남구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,72402,S,025,송파구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,35568,S,026,강동구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,12468213,S,027,부산광역시
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,5241,S,028,중구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,271958,S,029,서구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,36003,S,030,동구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,806544,S,031,영도구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,33043,S,032,부산진구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,39905,S,033,동래구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,488482,S,034,남구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,26122,S,035,북구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,1604561,S,036,해운대구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,2466808,S,037,사하구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,483507,S,038,금정구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,1800363,S,039,강서구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,65019,S,040,연제구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,21358,S,041,수영구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,2321697,S,042,사상구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,1997603,S,043,기장군
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,3463420,S,044,대구광역시
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,36763,S,045,중구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,452020,S,046,동구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,173308,S,047,서구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,8671,S,048,남구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,636062,S,049,북구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,41999,S,050,수성구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,106221,S,051,달서구
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,2008376,S,052,달성군
도시지역 개별입지 공장 현황,201601,TX_399020016,면적,B,399,㎡,㎡,지역별,12069273,S,053,인천광역시
