TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,ORG_ID,UNIT_NM,UNIT_NM_ENG,C1_OBJ_NM,DT,PRD_SE,C1,C1_NM
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,141527515,S,000,합계
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,2804245,S,001,서울특별시
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,23570,S,002,종로구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,130233,S,003,중구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,942574,S,004,성동구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,12729,S,004_1,용산구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,16385,S,005,광진구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,56440,S,006,동대문구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,37199,S,007,중랑구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,18602,S,008,성북구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,16512,S,009,강북구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,56385,S,010,도봉구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,24107,S,011,노원구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,25892,S,012,은평구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,40733,S,013,서대문구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,29623,S,014,마포구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,26855,S,015,양천구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,490964,S,016,강서구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,95495,S,017,구로구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,430047,S,018,금천구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,145763,S,019,영등포구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,10637,S,020,동작구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,5136,S,021,관악구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,21352,S,023,서초구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,41467,S,024,강남구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,85534,S,025,송파구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,20011,S,026,강동구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,11405290,S,027,부산광역시
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,4731,S,028,중구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,241405,S,029,서구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,35956,S,030,동구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,628677,S,031,영도구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,26252,S,032,부산진구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,55037,S,033,동래구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,493129,S,034,남구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,25098,S,035,북구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,1557543,S,036,해운대구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,2161193,S,037,사하구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,429023,S,038,금정구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,1926109,S,039,강서구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,54384,S,040,연제구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,15487,S,041,수영구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,1729460,S,042,사상구
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,2021806,S,043,기장군
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,3346049,S,044,대구광역시
도시지역 개별입지 공장 현황,202002,TX_399020016,면적,B,399,㎡,㎡,지역별,42022,S,045,중구
