TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,ORG_ID,UNIT_NM,UNIT_NM_ENG,C1_OBJ_NM,DT,PRD_SE,C1,C1_NM
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,140526216,S,000,합계
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,2661488,S,001,서울특별시
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,20471,S,002,종로구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,128286,S,003,중구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,744024,S,004,성동구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,13333,S,004_1,용산구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,19669,S,005,광진구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,50798,S,006,동대문구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,37085,S,007,중랑구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,22378,S,008,성북구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,17396,S,009,강북구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,54144,S,010,도봉구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,27322,S,011,노원구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,19723,S,012,은평구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,40234,S,013,서대문구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,31357,S,014,마포구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,23782,S,015,양천구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,490343,S,016,강서구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,137981,S,017,구로구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,445494,S,018,금천구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,145171,S,019,영등포구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,10568,S,020,동작구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,6343,S,021,관악구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,20608,S,023,서초구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,37018,S,024,강남구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,89834,S,025,송파구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,28127,S,026,강동구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,11416341,S,027,부산광역시
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,5027,S,028,중구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,282893,S,029,서구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,36718,S,030,동구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,639794,S,031,영도구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,27756,S,032,부산진구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,40194,S,033,동래구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,481497,S,034,남구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,24945,S,035,북구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,1558599,S,036,해운대구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,2156325,S,037,사하구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,414581,S,038,금정구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,1891754,S,039,강서구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,52003,S,040,연제구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,19147,S,041,수영구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,1800616,S,042,사상구
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,1984492,S,043,기장군
도시지역 개별입지 공장 현황,201901,TX_399020016,면적,B,399,㎡,㎡,지역별,3454883,S,044,대구광역시
