TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,ORG_ID,UNIT_NM,UNIT_NM_ENG,C1_OBJ_NM,DT,PRD_SE,C1,C1_NM
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,167985863,S,000,합계
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,2708833,S,001,서울특별시
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,21843,S,002,종로구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,124075,S,003,중구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,759163,S,004,성동구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,14207,S,004_1,용산구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,18936,S,005,광진구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,44751,S,006,동대문구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,37254,S,007,중랑구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,27572,S,008,성북구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,20455,S,009,강북구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,49750,S,010,도봉구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,26751,S,011,노원구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,19184,S,012,은평구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,41283,S,013,서대문구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,30995,S,014,마포구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,24021,S,015,양천구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,491167,S,016,강서구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,138648,S,017,구로구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,490891,S,018,금천구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,134970,S,019,영등포구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,10653,S,020,동작구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,9025,S,021,관악구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,21398,S,023,서초구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,38549,S,024,강남구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,83716,S,025,송파구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,29577,S,026,강동구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,11714666,S,027,부산광역시
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,4754,S,028,중구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,271203,S,029,서구
도시지역 개별입지 공장 현황,201801,TX_399020016,면적,B,399,㎡,㎡,지역별,36307,S,030,동구
