TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,ORG_ID,UNIT_NM,UNIT_NM_ENG,C1_OBJ_NM,DT,PRD_SE,C1,C1_NM
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,144026287,S,000,합계
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,2726969,S,001,서울특별시
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,20269,S,002,종로구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,124333,S,003,중구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,792275,S,004,성동구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,17237,S,004_1,용산구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,18434,S,005,광진구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,39003,S,006,동대문구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,39441,S,007,중랑구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,27632,S,008,성북구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,21347,S,009,강북구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,50849,S,010,도봉구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,30493,S,011,노원구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,18668,S,012,은평구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,46034,S,013,서대문구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,33190,S,014,마포구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,25427,S,015,양천구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,492578,S,016,강서구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,140205,S,017,구로구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,453570,S,018,금천구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,146024,S,019,영등포구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,11126,S,020,동작구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,8127,S,021,관악구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,21707,S,023,서초구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,37186,S,024,강남구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,76730,S,025,송파구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,35084,S,026,강동구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,12356573,S,027,부산광역시
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,5021,S,028,중구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,268780,S,029,서구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,36379,S,030,동구
도시지역 개별입지 공장 현황,201701,TX_399020016,면적,B,399,㎡,㎡,지역별,725669,S,031,영도구
