TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,ORG_ID,UNIT_NM,UNIT_NM_ENG,C1_OBJ_NM,DT,PRD_SE,C1,C1_NM
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,140533141,S,000,합계
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,2763593,S,001,서울특별시
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,22899,S,002,종로구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,128993,S,003,중구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,857734,S,004,성동구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,12531,S,004_1,용산구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,16573,S,005,광진구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,56001,S,006,동대문구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,37301,S,007,중랑구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,18934,S,008,성북구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,16367,S,009,강북구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,56114,S,010,도봉구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,24706,S,011,노원구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,24189,S,012,은평구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,40083,S,013,서대문구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,31100,S,014,마포구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,26183,S,015,양천구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,489494,S,016,강서구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,128473,S,017,구로구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,440342,S,018,금천구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,141988,S,019,영등포구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,10885,S,020,동작구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,5724,S,021,관악구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,20963,S,023,서초구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,40557,S,024,강남구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,88825,S,025,송파구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,26633,S,026,강동구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,11450739,S,027,부산광역시
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,4542,S,028,중구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,241405,S,029,서구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,37008,S,030,동구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,633637,S,031,영도구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,26636,S,032,부산진구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,55539,S,033,동래구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,488066,S,034,남구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,24659,S,035,북구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,1557094,S,036,해운대구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,2183626,S,037,사하구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,436880,S,038,금정구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,1925337,S,039,강서구
도시지역 개별입지 공장 현황,202001,TX_399020016,면적,B,399,㎡,㎡,지역별,52950,S,040,연제구
