,소재지(시군구)별,도시및비도시지역별,항목,단위,2005 년,2006 년,2007 년,2008 년,2009 년,2010 년,2011 년,2012 년,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,Unnamed: 20
590,가평군,합계,면적[㎡],㎡,843398948.0,843395895.0,843461324.0,843477449.0,843487626.0,843579595.0,843602585.0,843560258.0,843587998.0,843621640.0,843663883.0,843708790.0,843724879.0,843271028.0,843690575.0,843664737.0,
595,연천군,합계,면적[㎡],㎡,643952574.0,644239612.0,644280341.0,644538192.0,644563317.0,674470832.0,675219563.0,675936185.0,675831268.0,675865087.0,676010010.0,676321573.0,676312014.0,676318927.0,676318066.0,676308200.0,
600,강원도,합계,면적[㎡],㎡,16613456292.0,16613186292.0,16612886505.0,16613950097.0,16613283575.0,16693076227.0,16787192995.0,16790205021.0,16829809156.0,16825577544.0,16826410814.0,16827122799.0,16827800316.0,16827911967.0,16828280729.0,16829677669.0,
605,춘천시,합계,면적[㎡],㎡,1116848187.0,1116795510.0,1116775875.0,1116643200.0,1116562246.0,1116589646.0,1116445417.0,1116427842.0,1116411447.0,1116382139.0,1116364202.0,1116409986.0,1116403402.0,1116358004.0,1116373900.0,1116401656.0,
610,원주시,합계,면적[㎡],㎡,867304198.0,867282568.0,867392733.0,867355848.0,867476076.0,872555469.0,872454845.0,872434463.0,872410809.0,867973342.0,867815241.0,868283081.0,868269598.0,868267722.0,868240238.0,868228517.0,
615,강릉시,합계,면적[㎡],㎡,1040071080.0,1040070571.0,1039772002.0,1039823871.0,1039713153.0,1039745527.0,1039995742.0,1040209048.0,1040382339.0,1040377730.0,1040381389.0,1040343604.0,1040709436.0,1040793380.0,1040783864.0,1040782377.0,
620,동해시,합계,면적[㎡],㎡,180045423.0,180062555.0,180069536.0,180073209.0,180131863.0,180171015.0,180194142.0,180197293.0,180196095.0,180195361.0,180197950.0,180207886.0,180206138.0,180204937.0,180201980.0,180207419.0,
625,태백시,합계,면적[㎡],㎡,303565324.0,303536852.0,303518131.0,303516714.0,303527717.0,303521503.0,303401643.0,303479336.0,303444888.0,303466994.0,303475779.0,303475689.0,303495317.0,303530036.0,303521188.0,303488907.0,
630,속초시,합계,면적[㎡],㎡,105263380.0,105275419.0,105293837.0,105300367.0,105306476.0,105362697.0,105422577.0,105583338.0,105626024.0,105701807.0,105721485.0,105718137.0,105735518.0,105759305.0,105760448.0,105761438.0,
635,삼척시,합계,면적[㎡],㎡,1185781963.0,1185940341.0,1186004676.0,1186048153.0,1186146091.0,1186112273.0,1186475406.0,1186668693.0,1186636684.0,1186532911.0,1187087624.0,1186997759.0,1186955786.0,1187155923.0,1187839038.0,1187808258.0,
640,홍천군,합계,면적[㎡],㎡,1817938659.0,1817964846.0,1817958890.0,1818679065.0,1818894884.0,1819156532.0,1819465538.0,1819670858.0,1819670463.0,1819768169.0,1819829902.0,1820144861.0,1820278031.0,1820182075.0,1820310462.0,1820343873.0,
645,횡성군,합계,면적[㎡],㎡,997902981.0,997770974.0,997719768.0,997711121.0,997682412.0,997475053.0,997491192.0,997632309.0,997756504.0,997661894.0,997732131.0,997747190.0,998098360.0,998060942.0,998066556.0,998067063.0,
650,영월군,합계,면적[㎡],㎡,1127415368.0,1127603743.0,1127422461.0,1127456265.0,1127499908.0,1127485681.0,1127374709.0,1127617264.0,1127628448.0,1127638642.0,1127618097.0,1127615088.0,1127635482.0,1127425215.0,1127289702.0,1127324868.0,
655,평창군,합계,면적[㎡],㎡,1464043615.0,1464231828.0,1464251370.0,1464161361.0,1464064234.0,1463541408.0,1463518994.0,1463565894.0,1463696217.0,1463765960.0,1463828031.0,1463831419.0,1463894643.0,1464050364.0,1463928054.0,1463955085.0,
660,정선군,합계,면적[㎡],㎡,1220471156.0,1219910056.0,1219928995.0,1219579413.0,1219544128.0,1219532700.0,1219557959.0,1219703932.0,1219695224.0,1219720712.0,1219727074.0,1219735834.0,1219774519.0,1219774230.0,1219777976.0,1219861457.0,
665,철원군,합계,면적[㎡],㎡,796876891.0,796836728.0,796673610.0,796745304.0,796581926.0,796599610.0,889597262.0,889440324.0,889434569.0,889425756.0,889458111.0,889457459.0,889473417.0,889471492.0,889682311.0,889693627.0,
670,화천군,합계,면적[㎡],㎡,909067188.0,909034143.0,909077762.0,909097135.0,908062606.0,908141990.0,908167890.0,908659328.0,908968093.0,908969956.0,908918125.0,908933859.0,908922134.0,908924949.0,908931856.0,908933905.0,
675,양구군,합계,면적[㎡],㎡,646779362.0,646737875.0,646777902.0,647177892.0,647219997.0,647210942.0,647463428.0,648173278.0,661896384.0,661887501.0,661889821.0,661839242.0,661814926.0,661815919.0,661819106.0,661967036.0,
680,인제군,합계,면적[㎡],㎡,1620947813.0,1620985715.0,1621034968.0,1621229428.0,1621103979.0,1620412438.0,1620373687.0,1620425265.0,1645150711.0,1645145635.0,1645174946.0,1645196110.0,1645179452.0,1645178636.0,1644967141.0,1646099211.0,
685,고성군,합계,면적[㎡],㎡,584382210.0,584394631.0,584399101.0,584447626.0,584449436.0,660234806.0,660359921.0,660452219.0,660942613.0,661099299.0,661113075.0,661099081.0,660858939.0,660871395.0,660707506.0,660747838.0,
690,양양군,합계,면적[㎡],㎡,628751494.0,628751937.0,628814888.0,628904125.0,629316443.0,629226937.0,629432643.0,629864337.0,629861644.0,629863736.0,630077831.0,630086514.0,630095218.0,630087443.0,630079403.0,630005134.0,
695,충청북도,합계,면적[㎡],㎡,7431442381.0,7432398569.0,7431503964.0,7433235029.0,7433175081.0,7433193672.0,7433260006.0,7406237793.0,7407193811.0,7407131497.0,7407216956.0,7407292772.0,7407669369.0,7407846536.0,7406819938.0,7406954883.0,
700,청주시,합계,면적[㎡],㎡,153435964.0,153439610.0,153451317.0,153450609.0,153447450.0,153451333.0,153448127.0,153445467.0,153442410.0,940310983.0,940300133.0,940329655.0,940801577.0,940910973.0,940844524.0,940816030.0,
705,충주시,합계,면적[㎡],㎡,984088027.0,983990750.0,983775719.0,983763847.0,983743541.0,983735641.0,983670960.0,983662816.0,983665638.0,983583416.0,983569448.0,983549990.0,983525195.0,983490948.0,983477555.0,983594343.0,
710,제천시,합계,면적[㎡],㎡,882480762.0,884045684.0,883013328.0,883024749.0,883091557.0,883166346.0,883178339.0,883230192.0,883434838.0,883439033.0,883468040.0,883535904.0,883397741.0,883435260.0,883422112.0,883490516.0,
715,청원군,합계,면적[㎡],㎡,814185812.0,814161711.0,814127685.0,814168851.0,814191906.0,814201150.0,814129858.0,786840576.0,786836802.0,,,,,,,,
720,보은군,합계,면적[㎡],㎡,584472440.0,584256447.0,584258790.0,584146184.0,584040610.0,583991939.0,584153086.0,584162409.0,584254563.0,584255799.0,584257107.0,584301826.0,584221931.0,584160691.0,584207531.0,584207834.0,
725,옥천군,합계,면적[㎡],㎡,537069329.0,537078166.0,537294192.0,537075573.0,537041124.0,536950867.0,537032923.0,537060311.0,537087721.0,537092206.0,537110961.0,537124166.0,537170225.0,537208419.0,537221176.0,537252324.0,
730,영동군,합계,면적[㎡],㎡,845032992.0,844931502.0,844999032.0,845523313.0,845545714.0,845370902.0,845434724.0,845509215.0,845581636.0,845614026.0,845724360.0,845843825.0,845960442.0,846032724.0,846016198.0,846053888.0,
735,진천군,합계,면적[㎡],㎡,405976514.0,405904280.0,406086253.0,407017568.0,407094633.0,407233947.0,407240733.0,407259843.0,407260800.0,407248844.0,407256586.0,407238786.0,407251212.0,407244203.0,407303348.0,407329963.0,
740,괴산군,합계,면적[㎡],㎡,842187570.0,842109620.0,842107371.0,842146538.0,842105084.0,842143038.0,841988695.0,841898325.0,842437075.0,842420939.0,842344425.0,842190365.0,842157982.0,842156668.0,842189020.0,842141683.0,
745,음성군,합계,면적[㎡],㎡,520534395.0,520489251.0,520438284.0,520420469.0,520400801.0,520364529.0,520330359.0,520316119.0,520301425.0,520278822.0,520267639.0,520259547.0,520233402.0,520204363.0,520182166.0,520165050.0,
750,단양군,합계,면적[㎡],㎡,780150835.0,780160444.0,780120482.0,780665615.0,780646300.0,780760701.0,780825177.0,781023241.0,781060594.0,781062280.0,781105287.0,781114314.0,781147472.0,781197250.0,780158660.0,780097855.0,
755,증평군,합계,면적[㎡],㎡,81827741.0,81831104.0,81831511.0,81831713.0,81826361.0,81823279.0,81827025.0,81829279.0,81830309.0,81825149.0,81812970.0,81804394.0,81802190.0,81805037.0,81797648.0,81805397.0,
760,충청남도,합계,면적[㎡],㎡,8600521146.0,8599865327.0,8600152708.0,8600945509.0,8629223326.0,8630247238.0,8630125126.0,8204002282.0,8204507143.0,8213680754.0,8213989028.0,8226139270.0,8226374004.0,8229199361.0,8245540722.0,8246168302.0,
765,천안시,합계,면적[㎡],㎡,636246810.0,636182518.0,636213857.0,636208069.0,636232921.0,636218788.0,636124816.0,636071101.0,636072477.0,636116512.0,636138971.0,636065479.0,636078527.0,636020041.0,636082715.0,636094067.0,
770,공주시,합계,면적[㎡],㎡,940736530.0,940495278.0,940354300.0,940362936.0,940410795.0,940406190.0,940393935.0,864273395.0,864287889.0,864255435.0,864197462.0,864192490.0,864209646.0,864195334.0,864152740.0,864149392.0,
775,보령시,합계,면적[㎡],㎡,568939235.0,568970717.0,569013766.0,568985966.0,569151980.0,569321308.0,569319947.0,569337235.0,569386453.0,569420623.0,569403169.0,573775191.0,573896410.0,574075175.0,586558277.0,586744619.0,
780,아산시,합계,면적[㎡],㎡,542161748.0,542174776.0,542185304.0,542160553.0,542147928.0,542181020.0,542181908.0,542183018.0,542176204.0,542169461.0,542235645.0,542241256.0,542623901.0,542786825.0,542795756.0,542850916.0,
785,서산시,합계,면적[㎡],㎡,740363691.0,740384126.0,740562488.0,740551782.0,740585264.0,740657059.0,740634630.0,740804464.0,740777886.0,740815814.0,741186337.0,741214798.0,741304975.0,741308860.0,742026668.0,742144894.0,
790,논산시,합계,면적[㎡],㎡,554753404.0,554977813.0,554832925.0,554852154.0,554842929.0,554834582.0,554810965.0,554802375.0,554782796.0,554731136.0,554752851.0,554747848.0,555178610.0,555161063.0,555580413.0,555623983.0,
795,계룡시,합계,면적[㎡],㎡,60681981.0,60757461.0,60734160.0,60743168.0,60788849.0,60781119.0,60701882.0,60709091.0,60711347.0,60716082.0,60722522.0,60722637.0,60721047.0,60721466.0,60698855.0,60698958.0,
800,당진시,합계,면적[㎡],㎡,,,,,,,,694878723.0,695483716.0,704253983.0,704160409.0,704259628.0,704435299.0,705395320.0,705424109.0,705478955.0,
805,당진군,합계,면적[㎡],㎡,664788027.0,664728338.0,665521742.0,666104466.0,694133306.0,694757307.0,694757268.0,,,,,,,,,,
810,금산군,합계,면적[㎡],㎡,576282503.0,576292853.0,576284551.0,576288992.0,576336247.0,576641790.0,576664262.0,576685198.0,576714885.0,577113968.0,577141243.0,577179230.0,577206740.0,577221682.0,577237130.0,577202257.0,
815,연기군,합계,면적[㎡],㎡,361422376.0,361381532.0,361358763.0,361396719.0,361379940.0,361380328.0,361433218.0,,,,,,,,,,
820,부여군,합계,면적[㎡],㎡,624530044.0,624497495.0,624476918.0,624671859.0,624667208.0,624584139.0,624559953.0,624566726.0,624334267.0,624358552.0,624183864.0,624527881.0,624534704.0,624524031.0,624534630.0,624614672.0,
825,서천군,합계,면적[㎡],㎡,358032099.0,358007883.0,358011266.0,358023485.0,358014283.0,358039507.0,358040359.0,358047346.0,358130048.0,358110171.0,358075120.0,365618940.0,365705778.0,366143329.0,366115806.0,366132085.0,
830,청양군,합계,면적[㎡],㎡,479682377.0,479339494.0,479340821.0,479316733.0,479307898.0,479232346.0,479229868.0,479222746.0,479212049.0,479214253.0,479207001.0,479202144.0,479114992.0,479112196.0,479099966.0,479098493.0,
835,홍성군,합계,면적[㎡],㎡,443823023.0,443930256.0,443939390.0,444030984.0,443959297.0,443972723.0,443951931.0,443971106.0,443985187.0,443978581.0,443978647.0,443988849.0,442873860.0,444076349.0,446698483.0,446695189.0,
840,예산군,합계,면적[㎡],㎡,543132148.0,542808623.0,542280874.0,542253173.0,542309136.0,542225506.0,542292176.0,542311828.0,542326214.0,542344349.0,542571102.0,542622151.0,542664454.0,542627549.0,542648184.0,542660707.0,
845,태안군,합계,면적[㎡],㎡,504945150.0,504936164.0,505041583.0,504994470.0,504955345.0,505013526.0,505028008.0,516137930.0,516125725.0,516081834.0,516034685.0,515780748.0,515825061.0,515830141.0,515886990.0,515979115.0,
850,전라북도,합계,면적[㎡],㎡,8054620566.0,8054841168.0,8062975429.0,8061413009.0,8061401300.0,8066755163.0,8067075955.0,8066593529.0,8066435303.0,8067249345.0,8066810103.0,8069051355.0,8068973527.0,8069069523.0,8069138982.0,8069835802.0,
855,전주시,합계,면적[㎡],㎡,206230257.0,206255244.0,206208192.0,206109762.0,206098255.0,206012949.0,206026867.0,206027265.0,205618508.0,205569482.0,205531202.0,205529176.0,205484489.0,206080596.0,206040841.0,206043439.0,
860,군산시,합계,면적[㎡],㎡,382229297.0,382263257.0,390085386.0,390132997.0,390198891.0,394937793.0,395510238.0,394852550.0,394848823.0,395852137.0,395856035.0,396165102.0,396408257.0,396422706.0,396683442.0,397267514.0,
865,익산시,합계,면적[㎡],㎡,507070746.0,507055804.0,506939870.0,506788390.0,506651494.0,506627462.0,506616666.0,506611361.0,506608270.0,506528766.0,506544142.0,506534749.0,506542147.0,506541234.0,506537047.0,506553044.0,
870,정읍시,합계,면적[㎡],㎡,692970794.0,692931522.0,692866227.0,692645022.0,692650294.0,692657109.0,692806286.0,692777136.0,692773840.0,692781404.0,692844199.0,692864001.0,692913391.0,692964295.0,693039121.0,693070130.0,
875,남원시,합계,면적[㎡],㎡,752732740.0,753000213.0,752616977.0,752597520.0,752628299.0,752689302.0,752401802.0,752413776.0,752232053.0,752198046.0,752199661.0,752205854.0,752231829.0,752212996.0,752191724.0,752205541.0,
880,김제시,합계,면적[㎡],㎡,545058676.0,545023733.0,544991908.0,545061338.0,544904279.0,544897136.0,544885035.0,544885498.0,544810169.0,544807780.0,544754026.0,545870172.0,545851800.0,545842791.0,545864268.0,545871151.0,
885,완주군,합계,면적[㎡],㎡,820980452.0,821041793.0,820944513.0,820146375.0,820147334.0,820560426.0,820667476.0,820767231.0,821188628.0,820989543.0,820969404.0,820984475.0,821081051.0,821040451.0,821055309.0,821113201.0,
890,진안군,합계,면적[㎡],㎡,789121099.0,789087522.0,789200855.0,789050301.0,789136783.0,789155686.0,789125144.0,789146384.0,789119926.0,789140309.0,789175441.0,789094749.0,789096018.0,789094250.0,789091740.0,789040428.0,
895,무주군,합계,면적[㎡],㎡,631741780.0,631725065.0,631905504.0,631899505.0,631886914.0,631871543.0,631845725.0,631897669.0,631866978.0,631863204.0,631846586.0,631848158.0,631838289.0,631762403.0,631755526.0,631780985.0,
900,장수군,합계,면적[㎡],㎡,533531059.0,533466231.0,533454833.0,533445073.0,533434965.0,533511364.0,533289293.0,533254430.0,533287565.0,533282036.0,533266486.0,533264337.0,533273137.0,533264291.0,533202165.0,533165494.0,
905,임실군,합계,면적[㎡],㎡,597060476.0,597051954.0,597040751.0,597031280.0,597148301.0,597208426.0,597217042.0,597214936.0,597201991.0,597319859.0,597340032.0,597336613.0,597367624.0,597287448.0,597222769.0,597223326.0,
910,순창군,합계,면적[㎡],㎡,495746843.0,495756229.0,495752619.0,495767370.0,495764999.0,495863691.0,495888970.0,495916443.0,495931567.0,495959155.0,495967249.0,495971740.0,495936567.0,495872597.0,495794067.0,495829505.0,
915,고창군,합계,면적[㎡],㎡,606835105.0,606829761.0,607674423.0,607686947.0,607714440.0,607736816.0,607739106.0,607746816.0,607872584.0,607854811.0,607853265.0,607852052.0,607738005.0,607448733.0,607484716.0,607492714.0,
920,부안군,합계,면적[㎡],㎡,493311242.0,493352840.0,493293371.0,493051129.0,493036052.0,493025460.0,493056305.0,493082034.0,493074401.0,493102813.0,492662375.0,493530177.0,493210923.0,493234732.0,493176247.0,493179330.0,
925,전라남도,합계,면적[㎡],㎡,12073464796.0,12095058442.0,12121442257.0,12213748650.0,12232670772.0,12246822647.0,12256590572.0,12269977484.0,12303917305.0,12309031868.0,12312917414.0,12318794317.0,12335125149.0,12343575975.0,12345209476.0,12348092694.0,
930,목포시,합계,면적[㎡],㎡,47923249.0,47946782.0,49341033.0,49926948.0,50027216.0,50083728.0,50123119.0,50204462.0,50595165.0,50654254.0,51579088.0,51642751.0,51635536.0,51632536.0,51620811.0,51621497.0,
935,여수시,합계,면적[㎡],㎡,499285571.0,501300816.0,501216617.0,501985682.0,502267169.0,502803279.0,503328294.0,503831583.0,504308958.0,508836883.0,508879999.0,510089767.0,510544178.0,510635690.0,512084272.0,512246833.0,
940,순천시,합계,면적[㎡],㎡,907432855.0,907444533.0,907460934.0,907449184.0,907413664.0,907097067.0,907446738.0,910273176.0,910430484.0,910402928.0,910401530.0,910981884.0,910978216.0,910947390.0,911055038.0,911032636.0,
945,나주시,합계,면적[㎡],㎡,604073078.0,604051913.0,604045210.0,608148297.0,608653221.0,608622753.0,608586944.0,608609688.0,608543338.0,608327428.0,608356913.0,608403906.0,608400380.0,608427763.0,608403003.0,608371969.0,
950,광양시,합계,면적[㎡],㎡,449286251.0,450059605.0,451670636.0,453338316.0,453843076.0,456348963.0,456343674.0,458893278.0,460061176.0,460114742.0,462250652.0,463135736.0,463116197.0,463081076.0,463087471.0,464126137.0,
955,담양군,합계,면적[㎡],㎡,455127906.0,455120762.0,455002085.0,455002257.0,455000743.0,454952135.0,454964638.0,455050754.0,455051410.0,455046760.0,455030149.0,455086445.0,455096496.0,455092183.0,455091603.0,455087435.0,
960,곡성군,합계,면적[㎡],㎡,547435657.0,547433340.0,547446862.0,547441193.0,547424732.0,547430822.0,547439726.0,547438704.0,547456122.0,547457674.0,547456208.0,547470824.0,547478384.0,547460999.0,547467005.0,547501342.0,
965,구례군,합계,면적[㎡],㎡,443191615.0,443184556.0,443197117.0,443197985.0,443190197.0,443242076.0,443237981.0,443235444.0,443235540.0,443234634.0,443236000.0,443247136.0,443260500.0,443250624.0,443243407.0,442930121.0,
970,고흥군,합계,면적[㎡],㎡,776074082.0,776094859.0,776322495.0,776334145.0,776302325.0,776356471.0,776396476.0,776467862.0,807330712.0,807335442.0,807328357.0,807352468.0,807348327.0,807351945.0,807372281.0,807325104.0,
975,보성군,합계,면적[㎡],㎡,663305329.0,663299820.0,663287673.0,663593993.0,663487990.0,663471557.0,663461014.0,663521216.0,663529257.0,663541618.0,663770334.0,663775388.0,663903340.0,664036147.0,664012341.0,664060905.0,
980,화순군,합계,면적[㎡],㎡,786694035.0,786732678.0,786673502.0,786632807.0,786748239.0,786840717.0,786835946.0,786858281.0,786867923.0,786853871.0,786857084.0,786901643.0,786909881.0,787008254.0,787011713.0,787047900.0,
985,장흥군,합계,면적[㎡],㎡,618203616.0,618239500.0,618191711.0,618193160.0,618184818.0,618182226.0,622371745.0,622403882.0,622406512.0,622406490.0,622474652.0,622466303.0,622322408.0,622350743.0,622342074.0,622347188.0,
990,강진군,합계,면적[㎡],㎡,500155731.0,500157105.0,500260971.0,500259589.0,500280347.0,500279583.0,500468747.0,500492636.0,500956173.0,500935206.0,500944798.0,500947768.0,500917924.0,500910569.0,500909508.0,500904331.0,
995,해남군,합계,면적[㎡],㎡,907236400.0,907184757.0,917209913.0,987643084.0,995744547.0,1005800334.0,1005765046.0,1012867179.0,1013083490.0,1013144915.0,1013263920.0,1015428536.0,1031368962.0,1031329687.0,1031306018.0,1032962022.0,
1000,영암군,합계,면적[㎡],㎡,565886016.0,584831507.0,587131986.0,591279519.0,601592590.0,601594724.0,603493101.0,603492786.0,603486276.0,603477822.0,603462872.0,604237407.0,604171129.0,612552325.0,612561438.0,612486842.0,
1005,무안군,합계,면적[㎡],㎡,436264359.0,436236127.0,447297113.0,447798862.0,447891342.0,447882644.0,448954216.0,448929575.0,448942680.0,449757964.0,449739333.0,449742063.0,449730899.0,449713139.0,449711044.0,450367950.0,
1010,함평군,합계,면적[㎡],㎡,392725539.0,392717909.0,392756995.0,392745382.0,392420967.0,392436078.0,392353410.0,392265357.0,392256710.0,392125599.0,392132055.0,392104602.0,392105946.0,392116246.0,392103012.0,392105984.0,
1015,영광군,합계,면적[㎡],㎡,474013339.0,473723841.0,473645702.0,473527327.0,473696326.0,473545358.0,475036628.0,475061405.0,474951634.0,474906834.0,474965444.0,475005619.0,474960398.0,474944847.0,474963093.0,474897028.0,
1020,장성군,합계,면적[㎡],㎡,518564410.0,518558594.0,518555809.0,519376937.0,518528403.0,518527868.0,518516951.0,518458518.0,518331715.0,518301835.0,518434823.0,518440202.0,518398910.0,518402401.0,518401901.0,518276082.0,
1025,완도군,합계,면적[㎡],㎡,395332564.0,395378516.0,395339198.0,395542548.0,395486238.0,396157136.0,396128728.0,396238294.0,396288027.0,396361871.0,396412726.0,396435244.0,396444766.0,396607800.0,396761181.0,396725539.0,
1030,진도군,합계,면적[㎡],㎡,430842556.0,430859828.0,430726021.0,439586235.0,439649722.0,439901293.0,439895249.0,439903174.0,440130483.0,440128982.0,440127291.0,440119112.0,440115630.0,440111574.0,440100025.0,440097370.0,
1035,신안군,합계,면적[㎡],㎡,654410638.0,654501094.0,654662674.0,654745200.0,654836900.0,655265835.0,655442201.0,655480230.0,655673520.0,655678116.0,655813186.0,655779513.0,655916742.0,655612037.0,655601237.0,655570479.0,
1040,경상북도,합계,면적[㎡],㎡,19025962249.0,19026063894.0,19025713999.0,19027681521.0,19029150253.0,19028024866.0,19029617611.0,19028814897.0,19028979125.0,19029300957.0,19030737826.0,19031416974.0,19032539806.0,19032867581.0,19033343126.0,19034029515.0,
1045,포항시,합계,면적[㎡],㎡,1127743281.0,1127876795.0,1127885933.0,1128075249.0,1128780797.0,1128805483.0,1129403298.0,1129559133.0,1129835580.0,1129866989.0,1129960563.0,1130005838.0,1130011122.0,1130049471.0,1130077695.0,1130467272.0,
1050,경주시,합계,면적[㎡],㎡,1324082553.0,1324026742.0,1324357498.0,1324394940.0,1324434268.0,1324397206.0,1324412772.0,1324530623.0,1324513896.0,1324767310.0,1324890228.0,1324887910.0,1324938359.0,1324842529.0,1324857727.0,1324857933.0,
1055,김천시,합계,면적[㎡],㎡,1009187123.0,1009129703.0,1009090489.0,1008994754.0,1008819338.0,1009212232.0,1009153830.0,1009151333.0,1009090346.0,1009068602.0,1009227866.0,1009243878.0,1009827381.0,1009763792.0,1009801474.0,1009796914.0,
1060,안동시,합계,면적[㎡],㎡,1520912799.0,1520904524.0,1520966117.0,1521097834.0,1521256347.0,1521615766.0,1521824037.0,1521870533.0,1521908755.0,1521923916.0,1521938215.0,1521942895.0,1521984291.0,1522102024.0,1522098729.0,1522090140.0,
1065,구미시,합계,면적[㎡],㎡,616096577.0,616032870.0,616070034.0,615494210.0,615528876.0,615546372.0,615527864.0,615420967.0,615389462.0,615369019.0,615382167.0,615176509.0,615293655.0,615302284.0,615346702.0,615323347.0,
1070,영주시,합계,면적[㎡],㎡,668861745.0,668882230.0,668939252.0,668834762.0,669053604.0,668992217.0,669046352.0,669043861.0,669092895.0,669271295.0,669393987.0,669431111.0,669902030.0,670023593.0,670089068.0,670104668.0,
1075,영천시,합계,면적[㎡],㎡,920408153.0,920444798.0,920397080.0,920377846.0,920343395.0,920591847.0,920376164.0,919288348.0,919385796.0,919353113.0,919314915.0,919303470.0,919217115.0,919209671.0,919205140.0,919192576.0,
1080,상주시,합계,면적[㎡],㎡,1254848037.0,1254842514.0,1254798200.0,1254830703.0,1254832501.0,1254856704.0,1254820267.0,1254781267.0,1254791629.0,1254805813.0,1254800478.0,1254799795.0,1254658272.0,1254677915.0,1254640829.0,1254607583.0,
1085,문경시,합계,면적[㎡],㎡,911730023.0,911732586.0,911169271.0,911168185.0,911183440.0,911628327.0,911613793.0,911617536.0,911623054.0,911625220.0,911707991.0,911609632.0,911833371.0,911858348.0,911902545.0,911937035.0,
1090,경산시,합계,면적[㎡],㎡,411815238.0,411791170.0,411742471.0,411703895.0,411703839.0,411724841.0,411766484.0,411781995.0,411700131.0,411701573.0,411730643.0,411735076.0,411770700.0,411761560.0,411756867.0,411774298.0,
1095,군위군,합계,면적[㎡],㎡,614159479.0,614179844.0,614180414.0,614193442.0,614187043.0,614249303.0,614267487.0,614240939.0,614210812.0,614212872.0,614227463.0,614272012.0,614281574.0,614256199.0,614324743.0,614344851.0,
1100,의성군,합계,면적[㎡],㎡,1175808990.0,1175793503.0,1175746905.0,1175783600.0,1175815015.0,1175825522.0,1175843218.0,1175297278.0,1175168741.0,1174961224.0,1175134801.0,1175139720.0,1175117290.0,1174691362.0,1174734216.0,1174721358.0,
1105,청송군,합계,면적[㎡],㎡,842477967.0,842647809.0,842684940.0,844833783.0,844842719.0,844934532.0,845715212.0,846061090.0,846081075.0,846047736.0,846051425.0,846059777.0,846059316.0,846102081.0,846120639.0,846169294.0,
1110,영양군,합계,면적[㎡],㎡,815083182.0,815085435.0,815075942.0,815098968.0,815100854.0,815139022.0,815144656.0,815148716.0,815171699.0,815247701.0,815248215.0,815634205.0,815643402.0,815753825.0,815749347.0,815770397.0,
1115,영덕군,합계,면적[㎡],㎡,741133153.0,741129341.0,741125015.0,741126546.0,741117297.0,741121373.0,741119827.0,741119517.0,741098651.0,741097830.0,741109838.0,741139807.0,741228687.0,741207986.0,741220163.0,741252055.0,
1120,청도군,합계,면적[㎡],㎡,696939091.0,696932994.0,696885418.0,696892386.0,696898841.0,693862608.0,693888373.0,693906925.0,693782463.0,693799297.0,693838583.0,693786666.0,693721355.0,693838384.0,693810304.0,693809491.0,
1125,고령군,합계,면적[㎡],㎡,384050159.0,384048345.0,384055082.0,384072212.0,384087060.0,384113580.0,384110753.0,384099096.0,384104064.0,384100894.0,384093147.0,384095825.0,384057327.0,384049955.0,384059802.0,384057142.0,
1130,성주군,합계,면적[㎡],㎡,616173153.0,616158460.0,616065597.0,616031720.0,616146591.0,616144937.0,616139890.0,616130040.0,616137566.0,616130426.0,616117654.0,616129049.0,616081537.0,616101498.0,616106444.0,616102101.0,
1135,칠곡군,합계,면적[㎡],㎡,450914721.0,450864084.0,450862530.0,450859443.0,450963737.0,450904583.0,450926892.0,450945676.0,450974539.0,450953328.0,450925792.0,450933600.0,450929619.0,450929087.0,450937034.0,450936280.0,
1140,예천군,합계,면적[㎡],㎡,660764700.0,660775354.0,660797229.0,660837808.0,660864848.0,660926699.0,661074868.0,661129457.0,661161877.0,661217349.0,661379079.0,661384552.0,661417314.0,661455123.0,661483887.0,661500855.0,
1145,봉화군,합계,면적[㎡],㎡,1200981175.0,1200979688.0,1201027115.0,1201033406.0,1201199891.0,1201355540.0,1201456432.0,1201459849.0,1201465025.0,1201476924.0,1201955361.0,1202260495.0,1201790539.0,1201964714.0,1202034344.0,1202103109.0,
1150,울진군,합계,면적[㎡],㎡,988974415.0,988979665.0,988972350.0,989048469.0,989097523.0,989218938.0,989124512.0,989367889.0,989428857.0,989441397.0,989442066.0,989571057.0,989897713.0,990016109.0,990043224.0,990169283.0,
1155,울릉군,합계,면적[㎡],㎡,72816535.0,72825440.0,72819117.0,72897360.0,72892429.0,72857234.0,72860630.0,72862829.0,72862212.0,72861129.0,72867349.0,72874095.0,72877837.0,72910071.0,72942203.0,72941533.0,
1160,경상남도,합계,면적[㎡],㎡,10520822480.0,10521559835.0,10524396879.0,10530986216.0,10532091007.0,10532725672.0,10533624555.0,10534944660.0,10537317016.0,10537968796.0,10538841145.0,10539564384.0,10539769824.0,10540116576.0,10540373561.0,10540553233.0,
1165,창원시,합계,면적[㎡],㎡,292654722.0,292701885.0,292718464.0,292721621.0,292744566.0,744257745.0,745157972.0,745319611.0,747117789.0,747274551.0,747670947.0,747673362.0,747818731.0,747920538.0,748032641.0,748063137.0,
