TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C2_OBJ_NM,DT,C2,PRD_SE,C1,C1_NM,C2_NM
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,7643736,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0501,합 계,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,6435971,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0501,합 계,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,290483,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0503,부산,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,302572,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0503,부산,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,324168,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0504,대구,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,301056,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0504,대구,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,3551310,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0505,인천,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,3117779,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0505,인천,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,332132,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0506,광주,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,236653,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0506,광주,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,246329,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0507,대전,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,299879,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0507,대전,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,226288,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0508,울산,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,127340,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0508,울산,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2018,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,10931,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.050801,세종,매립량
