TBL_NM,PRD_DE,TBL_ID,ITM_NM,ITM_ID,UNIT_NM,ORG_ID,UNIT_NM_ENG,C1_OBJ_NM,C2_OBJ_NM,DT,C2,PRD_SE,C1,C1_NM,C2_NM
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,7015497.7,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0501,합 계,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,6337042.39,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0501,합 계,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,519345,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0503,부산,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,285640,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0503,부산,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,327629,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0504,대구,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,556840,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0504,대구,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,3155389,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0505,인천,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,3081509,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0505,인천,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,187897,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0506,광주,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,131528,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0506,광주,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,246312,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0507,대전,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,171674,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0507,대전,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,125667,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0508,울산,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,113000,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0508,울산,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,5327,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.050801,세종,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,3835,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.050801,세종,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,145193,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0509,경기,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,110926,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0509,경기,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,364470,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0510,강원,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,톤,106,tonnage,시도,항목별,366187,13102128649T13103ME_022917H.060601,A,13102128649A.15106ME_022917.0510,강원,매립량
지방자치단체 폐기물 처리시설 현황_매립시설,2012,DT_106N_99_3300027,지방자치단체 폐기물 처리시설 현황_매립시설,13103128649I119,m³,106,m³,시도,항목별,132350.13,13102128649T13103ME_022917H.0606,A,13102128649A.15106ME_022917.0511,충북,매립량
