지역,2012,2013,2014,2015,2016,2017,2018,2019,2020
광양시,150837,151621.0,152097.0,153587.0,155580.0,155857.0,156564.0,156750.0,151769.0
담양군,47612,47365.0,47177.0,47009.0,47229.0,47285.0,46917.0,46535.0,46280.0
곡성군,30878,31009.0,30732.0,30672.0,30400.0,30131.0,29624.0,28887.0,28039.0
구례군,27077,27115.0,27170.0,27308.0,27412.0,27525.0,27117.0,26563.0,25719.0
고흥군,71560,70631.0,69641.0,68601.0,67656.0,66736.0,65777.0,64913.0,63922.0
보성군,47050,46385.0,45882.0,45349.0,44469.0,43755.0,42803.0,41420.0,40482.0
화순군,68378,67829.0,66772.0,65848.0,65303.0,64680.0,63933.0,62737.0,62522.0
장흥군,42672,43004.0,43190.0,43513.0,40669.0,40136.0,39312.0,38563.0,37800.0
강진군,40241,40079.0,39861.0,38758.0,37753.0,36868.0,36144.0,35286.0,34597.0
해남군,78150,77684.0,76981.0,76194.0,75121.0,73604.0,71901.0,70354.0,68806.0
영암군,59997,59061.0,58852.0,58137.0,57045.0,55616.0,54731.0,54593.0,53699.0
무안군,75741,79367.0,81696.0,82236.0,82109.0,82872.0,81991.0,81105.0,86132.0
함평군,35780,35610.0,35090.0,34876.0,34397.0,34328.0,33420.0,32861.0,32050.0
영광군,57224,57617.0,56833.0,56267.0,55618.0,54774.0,54127.0,53852.0,53099.0
장성군,46289,46292.0,46273.0,46360.0,46104.0,46111.0,45795.0,45739.0,44464.0
완도군,53871,53619.0,53174.0,53014.0,52668.0,52109.0,51477.0,50689.0,49916.0
진도군,33208,32998.0,32746.0,32476.0,32078.0,31765.0,31219.0,30715.0,31227.0
신안군,43898,44162.0,43747.0,43294.0,42652.0,42070.0,41263.0,40274.0,38938.0
경상북도,2698353,2699440.0,2700794.0,2702826.0,2700398.0,2691706.0,2676831.0,2665836.0,2639422.0
포항시,518913,519467.0,519368.0,519584.0,516775.0,513832.0,510013.0,507025.0,502916.0
경주시,264091,263283.0,261535.0,259773.0,259452.0,257903.0,256864.0,255402.0,253502.0
김천시,135504,135259.0,135456.0,140132.0,142256.0,142908.0,141104.0,141229.0,140548.0
안동시,168302,168461.0,168697.0,169221.0,168798.0,166272.0,162180.0,160052.0,158907.0
구미시,416949,419428.0,420320.0,419915.0,419891.0,421799.0,421494.0,419742.0,416328.0
영주시,113547,112625.0,110780.0,109735.0,109247.0,108371.0,106801.0,105067.0,103119.0
영천시,101798,100778.0,100689.0,100648.0,100521.0,100615.0,101595.0,102470.0,102015.0
상주시,104182,103346.0,102892.0,102374.0,101799.0,100947.0,100297.0,100688.0,97228.0
문경시,75899,75664.0,75911.0,75784.0,74702.0,73294.0,71874.0,72242.0,71406.0
경산시,246358,248805.0,253968.0,256888.0,258037.0,259485.0,261093.0,263185.0,263728.0
군위군,24119,24172.0,24170.0,24126.0,24171.0,24215.0,23919.0,23843.0,23256.0
의성군,57043,56064.0,55212.0,54477.0,54014.0,53474.0,52944.0,52595.0,51724.0
청송군,26481,26470.0,26453.0,26384.0,26301.0,26006.0,25678.0,25416.0,25044.0
영양군,18208,18297.0,18197.0,17898.0,17713.0,17479.0,17356.0,16993.0,16692.0
영덕군,40257,40142.0,39586.0,39191.0,39052.0,38529.0,38108.0,37361.0,36313.0
청도군,43968,43788.0,43993.0,43724.0,43564.0,43346.0,43057.0,42910.0,42263.0
고령군,35343,35198.0,35033.0,34594.0,34257.0,33768.0,32969.0,32373.0,31361.0
성주군,45127,45067.0,44981.0,45029.0,45205.0,45138.0,44672.0,44015.0,43414.0
칠곡군,119786,121182.0,122058.0,122829.0,123199.0,120864.0,118828.0,117047.0,114758.0
예천군,46027,45573.0,45104.0,44674.0,46166.0,49253.0,53274.0,55100.0,55613.0
봉화군,33934,33894.0,34023.0,33808.0,33539.0,33259.0,32843.0,32150.0,31494.0
울진군,51844,51953.0,52104.0,51885.0,51738.0,50974.0,50036.0,49314.0,48716.0
울릉군,10673,10524.0,10264.0,10153.0,10001.0,9975.0,9832.0,9617.0,9077.0
