지역,2012,2013,2014,2015,2016,2017,2018,2019,2020
의성군,1175793610,1175790277.0,1175793610.0,1175793600.0,1175793600.0,1175793600.0,1175793600.0,1175793600.0,1175793600.0
청송군,847056851,847056851.0,847056851.0,847056851.0,847056851.0,847056851.0,847056851.0,847056851.0,847056851.0
영양군,815233003,815233003.0,815233003.0,815095477.0,815095477.0,815095477.0,815095477.0,815095477.0,815095477.0
영덕군,741856000,741856000.0,741856000.0,741856000.0,741856000.0,741856000.0,741856000.0,741856000.0,741856000.0
청도군,696533000,696533000.0,696533000.0,696533000.0,696533000.0,696533000.0,696533000.0,696533000.0,696533000.0
고령군,384048324,384048324.0,384048324.0,384048324.0,384048324.0,384048324.0,384048324.0,384048324.0,384048324.0
성주군,616158460,616152641.0,616152641.0,616152641.0,616152641.0,616158846.0,616158846.0,616158846.0,616157276.0
칠곡군,450909969,450910000.0,450910000.0,450910000.0,450970000.0,450970000.0,450970000.0,450970000.0,450970000.0
예천군,660714886,660714886.0,660714886.0,660712379.0,660712379.0,660712378.0,660712378.0,660712381.0,660712380.0
봉화군,1201029286,1201029286.0,1201029286.0,1201029286.0,1201029286.0,1201029286.0,1201029286.0,1201029286.0,1201029286.0
울진군,989183228,989183228.0,989183228.0,989182958.0,989182958.0,989209919.0,989209919.0,989209919.0,989209919.0
울릉군,73015789,73015789.0,73015789.0,73015789.0,73015789.0,73015789.0,73015789.0,73015789.0,73015789.0
경상남도,11754026645,11704643213.0,11701587309.0,11705514734.0,11700468471.0,11700977665.0,11815823400.0,11815834404.0,11812786911.0
창원시,859002296,859003588.0,859005016.0,862267588.0,858196967.0,858196969.0,969510000.0,969510000.0,969510000.0
진주시,712840000,712840000.0,712840000.0,712840000.0,712840000.0,712840000.0,712840000.0,712840000.0,712839700.0
통영시,848662589,848662589.0,848662589.0,848659995.0,848659995.0,848659995.0,848659995.0,848676759.0,848738121.0
사천시,504568158,452124148.0,452124147.0,453097390.0,452118568.0,452479111.0,452479111.0,452473531.0,452485548.0
김해시,463329091,463329091.0,463329091.0,463329091.0,463329091.0,463329091.0,463329091.0,463329092.0,463329093.0
밀양시,799005000,799005000.0,799005000.0,799005000.0,799005000.0,799005000.0,799005000.0,799005000.0,799005000.0
거제시,414223993,417278178.0,414227487.0,413893085.0,413893085.0,413893085.0,417223199.0,417223199.0,414096639.0
양산시,484550229,484550229.0,484547845.0,484547845.0,484550765.0,484550765.0,484550229.0,484550229.0,484550229.0
의령군,482939975,482939975.0,482939975.0,482939975.0,482939975.0,482939975.0,483178827.0,483178827.0,483178827.0
함안군,416764689,416764689.0,416764690.0,416764690.0,416764689.0,416764689.0,416764689.0,416764689.0,416764690.0
창녕군,533097000,533097000.0,533097000.0,533097000.0,533097000.0,533097000.0,533097000.0,533097000.0,533097000.0
남해군,579420404,579421247.0,579421246.0,579421246.0,579421246.0,579488906.0,579488905.0,579488905.0,579488905.0
하동군,681276177,681276177.0,681276177.0,681304799.0,681304799.0,681304799.0,681350063.0,681349882.0,681349882.0
산청군,794593000,794593000.0,794593000.0,794593000.0,794593000.0,794673989.0,794593000.0,794593001.0,794592999.0
함양군,724957922,724957922.0,724957922.0,724957922.0,724957922.0,724957922.0,724957922.0,724957922.0,724957922.0
거창군,804144882,804144882.0,804144882.0,804144882.0,804144882.0,804144882.0,804144882.0,804144882.0,804144882.0
합천군,983420332,983420332.0,983420332.0,983420332.0,983420332.0,983420332.0,983420332.0,983420332.0,983426320.0
제주특별자치도,2049862026,2049862026.0,2049862026.0,2049862026.0,2049862026.0,2051074562.0,2051291452.0,2051291452.0,2050701674.0
제주시,1102749625,1102749625.0,1102749625.0,1102749625.0,1102749625.0,1103317076.0,1103533966.0,1103533966.0,1102947665.0
서귀포시,947112401,947112401.0,947112401.0,947112401.0,947112401.0,947757486.0,947757486.0,947757486.0,947754009.0
세종특별자치시,465230000,465230000.0,465230003.0,465471638.0,465471638.0,465471638.0,465471637.0,465471637.0,465471638.0
