지역,2012,2013,2014,2015,2016,2017,2018,2019,2020
하남시,78511330,78520314.0,78329434.0,78064869.0,78021443.0,78020343.0,78020343.0,78020343.0,78020343.0
용인시,344733554,344733249.0,344733249.0,344314295.0,343263059.0,342647037.0,342607475.0,342404550.0,342287358.0
파주시,46883534,47292307.0,47292307.0,48527215.0,48535090.0,48547848.0,48589159.0,48553932.0,48590400.0
이천시,73063895,72013747.0,72013747.0,72014140.0,71761533.0,71761533.0,71255961.0,71821450.0,71821450.0
안성시,139892636,139779242.0,139779242.0,139527781.0,139527781.0,139527781.0,139345419.0,138644904.0,138367372.0
김포시,76467915,76388163.0,76325416.0,76349722.0,76349722.0,76349722.0,76349722.0,76349722.0,76349722.0
화성시,242361927,242466861.0,242466861.0,241567042.0,241132451.0,240849547.0,240685034.0,240573062.0,240573062.0
광주시,160148270,160152140.0,160152140.0,160137895.0,160056885.0,160056885.0,159612933.0,159384739.0,159251905.0
양주시,119684825,119663984.0,119663984.0,119474070.0,119270278.0,118574818.0,118561224.0,118210430.0,118205726.0
포천시,28503013,28503013.0,27904623.0,28008465.0,27186184.0,27160404.0,27158121.0,27158121.0,27178379.0
여주군,22483284,,,,,,,,
연천군,24452813,24382236.0,24382236.0,24423871.0,24406309.0,24429040.0,24429270.0,24429405.0,24429405.0
가평군,75570121,75570266.0,75570266.0,75570266.0,75532356.0,75532501.0,75531823.0,75524987.0,75447073.0
양평군,47800050,47650534.0,47521541.0,47521993.0,47521993.0,47521993.0,47521993.0,47534281.0,47469357.0
강원도,793075663,796174959.0,795380297.0,794860369.0,796360419.0,795311127.0,794355604.0,793902730.0,794017929.0
춘천시,309119269,308921171.0,308692115.0,308332033.0,308189737.0,308098857.0,308086605.0,308086605.0,307955446.0
원주시,53975422,53940304.0,53421531.0,53342453.0,53424019.0,53125032.0,53129677.0,53398586.0,53442706.0
강릉시,54668379,54159958.0,54159958.0,54120919.0,54120919.0,53865829.0,53865829.0,53865829.0,53746927.0
동해시,82196800,82179676.0,82179676.0,82179676.0,82179611.0,82179762.0,81750661.0,81750661.0,81863718.0
태백시,55551348,55551348.0,55551348.0,55551348.0,55551348.0,55551348.0,55551348.0,55551348.0,55389802.0
속초시,23630598,27683224.0,27685358.0,27323571.0,27344317.0,27344317.0,27344317.0,27344317.0,27311021.0
삼척시,55994135,55847078.0,55846740.0,55851264.0,56952192.0,56952192.0,56599576.0,56229816.0,56229816.0
홍천군,25017396,25017396.0,25017396.0,25017396.0,25341850.0,25336723.0,25236045.0,24932854.0,24916162.0
횡성군,5799342,5792151.0,5792151.0,5792151.0,5792151.0,5792167.0,5792167.0,5802407.0,5802407.0
영월군,21307598,21307924.0,21257775.0,21257775.0,21261607.0,21261607.0,21236258.0,21236258.0,21236258.0
평창군,11373895,11373895.0,11373895.0,11710759.0,11710759.0,11394529.0,11394529.0,11394529.0,11394529.0
정선군,35685512,35692466.0,35692466.0,35692466.0,35781860.0,35790567.0,35794115.0,35794115.0,35788288.0
철원군,19197028,19149427.0,19149427.0,19149427.0,19149427.0,19149427.0,19105707.0,19105707.0,19105707.0
화천군,10661042,10661042.0,10661042.0,10661042.0,10661042.0,10649081.0,10649081.0,10649081.0,10649081.0
양구군,2074669,2074669.0,2074669.0,2074669.0,2074669.0,2074669.0,2074669.0,2028728.0,2028728.0
인제군,10650624,10650624.0,10652144.0,10652144.0,10652144.0,10650989.0,10650989.0,10650989.0,10650989.0
고성군,8362130,8362130.0,8362130.0,8340800.0,8368536.0,8317985.0,8317985.0,8304854.0,8304854.0
양양군,7810476,7810476.0,7810476.0,7810476.0,7804231.0,7776046.0,7776046.0,7776046.0,8201490.0
충청북도,568268851,567983110.0,562987392.0,562687526.0,562485857.0,561399269.0,562555068.0,558723743.0,557702114.0
청주시,118181704,118093531.0,274309656.0,274309693.0,274273522.0,273120630.0,274273522.0,270778752.0,270778752.0
충주시,81957142,81955931.0,81955931.0,81668494.0,81668494.0,81668494.0,81668494.0,81701464.0,81701464.0
제천시,45712665,45712665.0,45712665.0,45697916.0,45439678.0,45439678.0,45671099.0,45671099.0,45671099.0
청원군,161723790,161350489.0,,,,,,,
보은군,11079238,11041655.0,11041655.0,11041655.0,11041655.0,11041655.0,11041655.0,10863461.0,10863461.0
옥천군,47944329,47944329.0,47944329.0,47944329.0,47946765.0,47964975.0,47964975.0,47964975.0,47964975.0
영동군,24649683,24649683.0,24649683.0,24649683.0,24649683.0,24649683.0,24632323.0,24632323.0,24632323.0
진천군,13905690,13905690.0,13868646.0,13870863.0,13765174.0,13765173.0,13781002.0,13781002.0,13565242.0
괴산군,8544646,8544646.0,8612753.0,8612753.0,8612753.0,8654679.0,8654679.0,8466411.0,8466411.0
음성군,15284894,15499421.0,15607004.0,15607070.0,15803063.0,15809332.0,15582349.0,15579286.0,14842868.0
단양군,30431822,30431822.0,30431822.0,30431822.0,30431822.0,30431822.0,30431822.0,30431822.0,30431822.0
증평군,8853248,8853248.0,8853248.0,8853248.0,8853248.0,8853148.0,8853148.0,8853148.0,8783697.0
충청남도,594438295,594450491.0,592178520.0,589217115.0,589130718.0,588785769.0,588537441.0,586246612.0,584391697.0
천안시,94636321,94286329.0,93729807.0,90801757.0,90830938.0,90701862.0,90758988.0,90781627.0,89280820.0
공주시,51084607,50228290.0,50229037.0,50229037.0,50240946.0,50235952.0,50235952.0,50235951.0,50235952.0
보령시,19117248,19117156.0,19330671.0,19160903.0,19231696.0,19231696.0,19231696.0,19231696.0,18975785.0
아산시,50553835,50553145.0,50187607.0,50186227.0,50239558.0,50201494.0,50364369.0,49676358.0,49784937.0
서산시,108457023,107789400.0,107356143.0,107077252.0,107081430.0,107066930.0,107066930.0,107066930.0,107069136.0
논산시,39644532,39514118.0,39514118.0,39589685.0,39589685.0,39614589.0,39614589.0,39614589.0,39614589.0
계룡시,44572625,44572625.0,44595581.0,44382489.0,44404171.0,44404171.0,44403346.0,44403346.0,44403346.0
금산군,24184752,24184752.0,24184752.0,24184752.0,24162265.0,24054344.0,24054344.0,24054344.0,24054344.0
부여군,39436691,39143254.0,39143254.0,39143254.0,39143254.0,39143254.0,38777277.0,39015288.0,39058912.0
서천군,12033520,13098474.0,13098474.0,13710516.0,13710516.0,13694424.0,13694424.0,13516263.0,13519037.0
청양군,4241647,4241647.0,4241647.0,4241647.0,4241647.0,4241647.0,4163460.0,4163460.0,4163460.0
홍성군,24270046,24100181.0,24100181.0,24100181.0,24100181.0,24093230.0,24093230.0,23372497.0,23372497.0
예산군,25712916,26774574.0,25620702.0,25620702.0,25620702.0,25675329.0,25675329.0,25675329.0,25648678.0
태안군,26411746,26411746.0,26411746.0,26411746.0,26411746.0,26412066.0,26412066.0,25318208.0,25318208.0
당진시,30080786,30434800.0,30434800.0,30376967.0,30121983.0,30014781.0,29991441.0,30120726.0,29891996.0
전라북도,603320465,608369462.0,608117198.0,607912386.0,607423390.0,607036829.0,607914845.0,604066083.0,602061277.0
전주시,151312390,151326933.0,151332426.0,151332559.0,151332559.0,151332559.0,151332559.0,148955123.0,148299130.0
군산시,82057571,82055713.0,82085010.0,82138284.0,81832013.0,81832013.0,82993556.0,82993556.0,82993556.0
익산시,45907948,45844114.0,45827679.0,45498679.0,45498679.0,45498679.0,45498679.0,45930050.0,45516558.0
정읍시,31989601,31985497.0,32042196.0,32042196.0,31951018.0,31951018.0,31951018.0,31951018.0,31951018.0
남원시,21420127,21420127.0,21420127.0,21420127.0,21420127.0,21398187.0,21398187.0,21398187.0,21398187.0
김제시,31760478,31760478.0,31760478.0,31760478.0,31760478.0,31760478.0,31760478.0,31709927.0,31709927.0
완주군,137067958,136288300.0,136288300.0,136288300.0,136288300.0,135964720.0,135693803.0,133843603.0,133038975.0
진안군,5335757,5335757.0,5335757.0,5335757.0,5335757.0,5335757.0,5323147.0,5323147.0,5323147.0
무주군,9957670,9957670.0,9957670.0,9957670.0,9957670.0,9957670.0,9957670.0,9953796.0,9953796.0
장수군,4013880,4013880.0,4013880.0,4013880.0,4013880.0,3972839.0,3972839.0,3972839.0,3972839.0
임실군,14828816,14828816.0,14828816.0,14828816.0,14737269.0,14737269.0,14737269.0,14737269.0,14707376.0
순창군,9122770,9122770.0,9122770.0,9122770.0,9122770.0,9122770.0,9122770.0,9122770.0,9032659.0
고창군,26139283,26139719.0,26139719.0,26210500.0,26210500.0,26210500.0,26210500.0,26210500.0,26199811.0
부안군,32406216,38289688.0,37962370.0,37962370.0,37962370.0,37962370.0,37962370.0,37964298.0,37964298.0
전라남도,1175420960,1174942655.0,1174505877.0,1172744289.0,1167624600.0,1166980043.0,1175930564.0,1180182382.0,1177688806.0
목포시,30258445,29886607.0,29760286.0,29760286.0,29760286.0,29748108.0,29748108.0,29748108.0,29678059.0
여수시,217174515,217178425.0,217182810.0,215962390.0,214809894.0,214807507.0,214807507.0,215036801.0,215036801.0
순천시,170352631,170352631.0,170352631.0,170352631.0,170311262.0,170100565.0,170044837.0,168302452.0,167826400.0
나주시,83011542,82972359.0,82564980.0,82564980.0,82564980.0,82564980.0,82564980.0,82545700.0,82545700.0
광양시,84035715,83995847.0,84009978.0,83776952.0,83672913.0,83341869.0,83341869.0,83341869.0,83348937.0
담양군,122000803,122079231.0,122079231.0,122079231.0,122477680.0,122477680.0,122477680.0,122477680.0,122488801.0
곡성군,12897409,12897409.0,12908145.0,12710181.0,12710181.0,12708507.0,12708507.0,12708507.0,12708507.0
구례군,8132310,8132310.0,8132310.0,8132310.0,8132310.0,8114636.0,8114636.0,8114636.0,8114636.0
고흥군,23173688,23173688.0,23173688.0,23173688.0,23173688.0,23128123.0,23128123.0,23128123.0,23128123.0
보성군,20312358,20312358.0,20312358.0,20312358.0,20312358.0,20312358.0,20312358.0,20312358.0,20265213.0
화순군,67778002,67778002.0,67778002.0,67778002.0,67778002.0,67778002.0,67778002.0,67778002.0,67778002.0
장흥군,31608270,31608270.0,31608270.0,31597182.0,31597182.0,31597182.0,31608930.0,31608930.0,31608930.0
강진군,19856327,19856327.0,19856327.0,19856327.0,19856327.0,19855441.0,19463513.0,19463513.0,19463513.0
해남군,21964474,21964474.0,21964474.0,21964474.0,21964474.0,21964474.0,31572594.0,31572594.0,31541056.0
영암군,42670533,42670533.0,42670533.0,42578803.0,42578803.0,42578803.0,42578803.0,49185838.0,49188130.0
무안군,21992084,21992084.0,21992084.0,21992084.0,21992084.0,21992084.0,21990288.0,21990288.0,21964789.0
함평군,21066804,21100771.0,21168441.0,21161081.0,21161081.0,21172289.0,21103183.0,21083431.0,21072695.0
영광군,32986391,32986834.0,32986834.0,32986834.0,32986834.0,32986834.0,32835637.0,32835637.0,32835637.0
장성군,97937926,97793762.0,97793762.0,97793762.0,97777420.0,97743760.0,97743760.0,96935385.0,95138403.0
완도군,19292940,19292940.0,19292940.0,19292940.0,19292940.0,19292940.0,19293348.0,19293348.0,19293348.0
진도군,19402894,19402894.0,19402894.0,19402894.0,19402894.0,19402894.0,19402894.0,19402894.0,19346838.0
신안군,7514899,7514899.0,7514899.0,7514899.0,3311007.0,3311007.0,3311007.0,3316288.0,3316288.0
경상북도,1368561957,1368414394.0,1369446101.0,1368533499.0,1365652259.0,1363503396.0,1364764124.0,1377251002.0,1376103929.0
포항시,205444751,205403182.0,204559752.0,204518007.0,204518007.0,202444787.0,203401941.0,207494098.0,206364079.0
경주시,411247759,410641466.0,410520566.0,410520566.0,410297637.0,410301049.0,408153675.0,407990645.0,407990645.0
김천시,42267892,42240961.0,42240961.0,42277998.0,42146143.0,42082616.0,42082616.0,42082616.0,42082616.0
안동시,58888938,58888938.0,58630347.0,58176030.0,58176030.0,58176030.0,60027607.0,60038843.0,60022001.0
구미시,127405127,127405127.0,127620055.0,127474102.0,126376876.0,126428962.0,126428962.0,126459313.0,126461027.0
영주시,37487446,37462437.0,37337727.0,37337727.0,37337727.0,37337727.0,37337727.0,37337727.0,37337643.0
영천시,39536682,39536682.0,39507697.0,39385332.0,39252173.0,39220907.0,39047379.0,39046838.0,39046838.0
상주시,37892891,37892891.0,37892891.0,37620191.0,37620191.0,37620191.0,37586084.0,37586084.0,37586084.0
문경시,27006803,27209116.0,27209116.0,27209116.0,27209116.0,27217556.0,27217556.0,27217556.0,27217556.0
경산시,84701452,85477722.0,85588365.0,85613635.0,85613635.0,85613635.0,85613635.0,94139153.0,94139153.0
군위군,6123042,6123042.0,6105365.0,6105365.0,6105365.0,6105365.0,6105365.0,6093936.0,6093936.0
의성군,27114017,27114017.0,27114017.0,27114017.0,27114017.0,27114017.0,27114017.0,27114017.0,27112505.0
청송군,4292839,4292839.0,4292839.0,4290109.0,4290109.0,4290109.0,4290109.0,4290109.0,4290109.0
영양군,9766470,9766470.0,9766470.0,9766470.0,9766470.0,9766470.0,9766470.0,9766470.0,9766470.0
영덕군,10728656,10728656.0,10728656.0,10728656.0,10728656.0,10728656.0,10728656.0,10728656.0,10728656.0
청도군,18445930,18371002.0,18371002.0,18371002.0,18371002.0,18371002.0,18371002.0,18371002.0,18371002.0
고령군,25682525,25682525.0,25682525.0,25871975.0,25873060.0,25873060.0,25800280.0,25802895.0,25802895.0
성주군,6490690,6490690.0,6490690.0,6490690.0,6490690.0,6490690.0,6490690.0,6490690.0,6490690.0
칠곡군,130870086,130518670.0,130518670.0,130518670.0,129232319.0,129232319.0,129703472.0,129703472.0,129703142.0
예천군,9154101,9154101.0,9114662.0,9067711.0,9067711.0,8999117.0,9407750.0,9407751.0,9407751.0
봉화군,7278490,7278490.0,7278490.0,7278490.0,7267685.0,7267685.0,7267685.0,7267685.0,7267685.0
울진군,33775564,33775564.0,33775564.0,33697966.0,33697966.0,33721772.0,33721772.0,33721772.0,33721772.0
울릉군,6959806,6959806.0,9099674.0,9099674.0,9099674.0,9099674.0,9099674.0,9099674.0,9099674.0
경상남도,1481613292,1482998299.0,1478635298.0,1477490676.0,1477619147.0,1475224553.0,1474575866.0,1473933845.0,1474005446.0
창원시,359805568,359519519.0,359163176.0,359751633.0,359897426.0,359895312.0,359448767.0,358663117.0,359388722.0
